EpRewMean,TimestepsSoFar,loss_ent,EpThisIter,EpLenMean,loss_vf_loss,loss_pol_surr,loss_kl,TimeElapsed,AgentID,EpisodesSoFar,loss_pol_entpen,ev_tdlam_before
-707.815685661,9239167,3.84484696388,426,227.47,2748.35661316,-0.0137333936679,0.00686949969774,6201.653576850891,0,49037,,0.581663876772
-686.739907288,9337092,3.79711890221,470,221.434,2696.10038757,-0.0152156513844,0.00713558324302,6268.533624887466,0,49507,,0.649580895901
-650.482504281,9435263,3.74731421471,462,213.044,2574.24329631,-0.0149544263259,0.00771375930829,6334.271670103073,0,49969,,0.688702702522
-646.649305221,9532396,3.7071223259,473,209.165,2778.48769633,-0.0148743892496,0.00790380922263,6400.536941766739,0,50442,,0.678271144629
-666.03180083,9632081,3.64614510536,451,213.617,2512.8180186,-0.0145944407656,0.00710102900242,6466.43931388855,0,50893,,0.746380537748
-640.278908597,9730313,3.60055375099,474,212.699,2616.75760905,-0.0151035150047,0.00750440307699,6532.346995830536,0,51367,,0.700350999832
-628.095933999,9828532,3.55160999298,459,209.077,2843.75567118,-0.0150265384097,0.00727212810307,6598.555081129074,0,51826,,0.687206029892
-646.66016827,9926904,3.49747133255,443,215.929,2607.13100179,-0.0151973587053,0.00698339516142,6664.378955125809,0,52269,,0.741605609655
-638.055527173,10025670,3.44101285934,470,214.984,2671.02268982,-0.0155999822018,0.00737201950202,6730.434505224228,0,52739,,0.72932934761
-615.297776381,10124207,3.38113737106,468,209.129,2552.97806803,-0.0154223421414,0.00737365639846,6796.049434185028,0,53207,,0.684506714344
-601.806863832,10221543,3.33143019676,469,208.772,2495.31026204,-0.0158518957711,0.00711421360999,6861.744334459305,0,53676,,0.690296471119
-602.6006982,10320341,3.27210187912,474,206.836,2762.83092753,-0.015518769748,0.007740835601,6927.533212423325,0,54150,,0.747085988522
-588.41935196,10418763,3.22310853004,464,210.213,2670.17193604,-0.0156415122619,0.00758764467901,6992.647064208984,0,54614,,0.759857550263
-543.285174947,10516036,3.16600632668,497,203.694,2553.66540527,-0.0156769881869,0.00746452606594,7058.732432126999,0,55111,,0.776067614555
-546.17950736,10615400,3.12960910797,485,200.996,2529.37257131,-0.0162227684098,0.00738268369848,7124.469606876373,0,55596,,0.759233370423
-570.270267561,10713881,3.0796289444,463,208.123,2660.38267517,-0.0158637319012,0.00742813596541,7190.433046579361,0,56059,,0.801126733422
-550.39614431,10811513,3.03646874428,473,208.077,2471.395696,-0.0162933231234,0.0070989508434,7256.245995998383,0,56532,,0.765473619103
-540.309224853,10909189,3.00125384331,437,213.362,2602.80961609,-0.0154417217758,0.00721082937283,7321.263609409332,0,56969,,0.728761970997
-544.204591918,11008984,2.95035099983,481,214.17,2522.95731608,-0.0161779322613,0.00750159815652,7386.841314792633,0,57450,,0.775255545974
-484.1007982,11105552,2.90306568146,494,201.098,2440.94125366,-0.0159523924182,0.00690100264425,7451.9230790138245,0,57944,,0.779780507088
-483.5051145,11204672,2.86461544037,463,205.483,2559.44093831,-0.0163335711501,0.00709657006276,7517.576665639877,0,58407,,0.754002124071
-478.548339049,11303157,2.81823754311,495,206.483,2597.69181824,-0.0163358305629,0.00717430205744,7583.345379590988,0,58902,,0.763490214944
-470.422708535,11401768,2.78885340691,485,201.4,2627.18837484,-0.0167121088695,0.00713340896376,7649.465472698212,0,59387,,0.784981325269
-475.210536575,11499834,2.75073313713,490,201.492,2697.71238708,-0.0162832053126,0.00732366085867,7715.504918336868,0,59877,,0.77070993185
-445.935370537,11598751,2.70565199852,508,197.341,2608.1304067,-0.0167630567836,0.00732764281565,7781.210035800934,0,60385,,0.79600815475
-425.742926059,11696920,2.66130065918,505,193.771,2575.63289388,-0.0170532701231,0.00758060216322,7847.307805299759,0,60890,,0.811824798584
-402.36381864,11794274,2.61156105995,517,190.644,2674.91796875,-0.0171075592662,0.00747004872149,7913.189607620239,0,61407,,0.817461714149
-383.444187847,11893677,2.57494163513,528,187.34,2862.14845276,-0.0175949542318,0.00756742345402,7979.307436704636,0,61935,,0.783455535769
-395.811816001,11992159,2.52796554565,495,193.33,2703.83011373,-0.0169775098329,0.00725548690146,8045.85391831398,0,62430,,0.804411321878
-376.954368933,12089591,2.49096655846,536,187.748,2703.47183736,-0.0170434078318,0.00760744874909,8111.6719472408295,0,62966,,0.843477755785
-357.853200435,12187288,2.44237041473,540,180.196,2894.41408285,-0.0169598426194,0.00766118546017,8177.590372085571,0,63506,,0.811752706766
-344.773611212,12286663,2.40991234779,540,181.51,2826.97587585,-0.017481884599,0.00740364217199,8243.380270004272,0,64046,,0.818409889936
-341.546383335,12384445,2.36327123642,519,185.978,2748.74045308,-0.0172248504726,0.0071033401958,8309.249672412872,0,64565,,0.817992776632
-324.185191363,12483222,2.32637405396,541,184.684,2956.78462728,-0.0169820985466,0.00722103417502,8375.09040093422,0,65106,,0.819857046008
-314.420602138,12581697,2.27063083649,538,183.096,2897.42116292,-0.0175622030874,0.00749275899337,8440.830323457718,0,65644,,0.831865519285
-296.270664087,12679537,2.25145149231,551,179.944,2909.57035319,-0.0168730132864,0.007312443379,8506.74500632286,0,66195,,0.812584742904
-269.439836684,12778053,2.19529867172,564,175.649,2998.43482463,-0.0181100060775,0.00726736372841,8572.630141496658,0,66759,,0.806381285191
-266.502051008,12876666,2.16352844238,573,173.082,3021.77011108,-0.0172693788287,0.00700167878919,8638.98808479309,0,67332,,0.823355615139
-250.700456624,12975283,2.11609244347,587,169.128,3018.4274292,-0.0177014766959,0.00775233884148,8706.18147444725,0,67919,,0.837060108781
-248.593584181,13073541,2.05775403976,580,169.152,3018.19713338,-0.0175833562632,0.00740160867766,8772.127863407135,0,68499,,0.811696901917
-246.985062644,13171508,1.99473571777,572,171.958,3020.34305827,-0.0177460550622,0.00756333981796,8841.4445104599,0,69071,,0.801167115569
-235.871703378,13269562,1.95892238617,567,172.032,3176.33742778,-0.0178684159085,0.00738836600794,8908.130781173706,0,69638,,0.811954393983
-232.564896468,13368044,1.93101763725,594,167.778,3252.75908915,-0.0178155164079,0.00706445976781,8974.722898960114,0,70232,,0.804986983538
-204.338483945,13466872,1.89232182503,622,161.711,3213.14170329,-0.0177165561666,0.00770061197303,9041.75466799736,0,70854,,0.809801965952
-177.053303802,13564582,1.85011005402,607,160.192,3139.73987834,-0.017986434701,0.0070723016009,9108.155976295471,0,71461,,0.810283869505
-157.401581123,13663111,1.80693304539,638,159.062,3282.3315328,-0.0176362342463,0.00762870751593,9174.030667543411,0,72099,,0.858083054423
-168.388263994,13761251,1.76446509361,601,157.841,3246.26421611,-0.0183875300718,0.00743535221166,9240.065500974655,0,72700,,0.850138351321
-177.934645814,13859473,1.72435176373,629,157.251,3456.99746195,-0.018445979731,0.00785391152992,9306.340708255768,0,73329,,0.828239262104
-161.980349216,13958004,1.69353795052,642,153.566,3333.77197266,-0.0183409727761,0.00753495606477,9373.323448896408,0,73971,,0.828750684857
-129.351010089,14055359,1.65991199017,649,150.864,3400.96112569,-0.0179777229399,0.00751065727673,9439.455076217651,0,74620,,0.818350493908
-151.8112269,14154509,1.62971484661,656,149.767,3543.75501506,-0.0183107895136,0.00765275704907,9504.943248271942,0,75276,,0.826745569706
-159.311705086,14252943,1.58776843548,637,154.24,3501.72194926,-0.0187154009618,0.0081575352815,9571.25526547432,0,75913,,0.809442922473
-138.809708962,14351418,1.54693126678,675,149.015,3452.71800232,-0.018577599248,0.00804898480419,9637.38173866272,0,76588,,0.815714195371
-115.266871242,14449686,1.51190567017,675,147.133,3438.9272817,-0.0188491755446,0.00739711012769,9703.181961536407,0,77263,,0.821909457445
-112.430665416,14547537,1.4671176672,676,143.432,3462.00817871,-0.0185851610295,0.00756306673672,9769.192168474197,0,77939,,0.809596717358
-117.062669224,14646277,1.42077672482,675,146.496,3620.33084615,-0.0186281300363,0.00775898746603,9835.366665124893,0,78614,,0.852952599525
-94.7300609529,14744451,1.38063716888,682,145.24,3728.88615417,-0.0187294100518,0.00813021926054,9901.291047096252,0,79296,,0.822301223874
-83.0252503202,14842562,1.34289431572,672,145.641,3548.10241191,-0.0184833132759,0.00799411751602,9967.544132471085,0,79968,,0.819746494293
-86.1612175029,14941237,1.32765853405,681,143.806,3556.57559713,-0.0186649071887,0.00766471747193,10033.718453168869,0,80649,,0.823320925236
-73.9245064621,15038896,1.28259396553,682,143.965,3641.07053121,-0.018627972929,0.00747594357623,10099.446380853653,0,81331,,0.835872292519
-57.5107632206,15137839,1.25597572327,693,142.563,3719.00116475,-0.0187294630353,0.00778143579373,10165.326053619385,0,82024,,0.81907735765
-55.9447886571,15236036,1.22082650661,670,144.845,3512.47075907,-0.0186778729355,0.00765043491265,10231.199162483215,0,82694,,0.847041368484
-63.7161209064,15334564,1.18259751797,714,139.772,3870.99361165,-0.0184734745902,0.00818187190453,10297.23836684227,0,83408,,0.759194731712
-50.6459783624,15432137,1.16223108768,692,140.59,3737.55930583,-0.0188699224915,0.00809376360849,10363.729198932648,0,84100,,0.83393073082
-52.9834211029,15531494,1.12755703926,715,139.551,3887.2124176,-0.0185151492139,0.00795930478489,10430.451824426651,0,84815,,0.826402828097
-40.0328030986,15629571,1.0979950428,699,137.838,3966.17479451,-0.0184685764058,0.00787291682597,10496.286316394806,0,85514,,0.778970599174
-39.3643234169,15727914,1.059897542,721,137.488,3886.85298157,-0.0183332127344,0.00811357187922,10562.095535516739,0,86235,,0.825823903084
-58.7061163599,15826136,1.0102596283,707,138.139,4005.56016541,-0.0189107826251,0.00808726727458,10628.135753154755,0,86942,,0.828695178032
-35.5147950186,15924160,0.979973196983,714,138.194,3929.52134196,-0.0188839322461,0.00804674555548,10694.93923997879,0,87656,,0.776661008596
4.2341895933,16022642,0.946189463139,740,133.422,3960.58551025,-0.019111516837,0.00776569269753,10760.757812261581,0,88396,,0.824337854981
-0.357129273867,16121002,0.915891945362,735,133.987,4022.80726115,-0.0187424372804,0.00824159989133,10826.537719488144,0,89131,,0.801738843322
-18.0354423247,16219340,0.872953116894,711,135.922,3944.45223999,-0.019388469426,0.00820170926939,10892.316315412521,0,89842,,0.846851453185
-10.7503439832,16317374,0.83486956358,712,138.912,4111.07779439,-0.0184436562558,0.0083329633538,10958.305348396301,0,90554,,0.830386281013
14.269706731,16416092,0.788949966431,732,135.228,4092.06957499,-0.0187837988487,0.00798950795433,11024.256836175919,0,91286,,0.832319378853
9.31610948272,16514189,0.769010007381,735,133.809,4061.74621073,-0.0190628585309,0.00844255301248,11090.368488550186,0,92021,,0.842475876212
-1.56528318907,16612483,0.732178390026,730,134.59,4212.26423645,-0.0189502187277,0.00868612050544,11156.368686199188,0,92751,,0.825147613883
-0.717204107535,16710784,0.720214784145,740,133.86,4320.27272034,-0.0193065996233,0.00842902407749,11222.530920505524,0,93491,,0.811365559697
22.4920896823,16809031,0.678669691086,743,132.08,4283.40377808,-0.0192557252012,0.00818834513969,11288.228269815445,0,94234,,0.806039437652
18.2158831334,16907141,0.657531559467,739,132.788,4252.93157959,-0.0189325989437,0.00845528756812,11355.509228467941,0,94973,,0.805345699191
25.8134774137,17005711,0.630645155907,765,129.129,4377.24469503,-0.0189776049907,0.00798901413024,11421.580708742142,0,95738,,0.798921197653
5.79944476088,17103787,0.597415328026,755,129.821,4624.77604167,-0.0190331656098,0.00831346481573,11487.77258515358,0,96493,,0.820932164788
28.2586499817,17202746,0.560822188854,751,130.644,4450.0366567,-0.0188766941525,0.00866339243172,11553.966313838959,0,97244,,0.761718779802
38.9207899751,17300229,0.529355049133,743,131.497,4424.47606405,-0.0187954076779,0.0082508091679,11620.038911104202,0,97987,,0.826934844255
48.044001218,17399105,0.498824119568,755,129.577,4484.49942525,-0.0193592689757,0.00830150692491,11685.978628635406,0,98742,,0.818693771958
55.3180996184,17497307,0.473545223475,768,127.723,4609.91004944,-0.01905543394,0.00865782333616,11751.966658592224,0,99510,,0.791050076485
28.4827163486,17595574,0.436462312937,762,129.592,4609.97592672,-0.0197088138375,0.00863556831609,11817.841589927673,0,100272,,0.82075355947
49.0477164876,17693167,0.40765491128,770,126.758,4596.17418416,-0.0189818619789,0.00874897732865,11883.923927545547,0,101042,,0.834794297814
69.1420253868,17792033,0.378956049681,784,126.823,4497.34226481,-0.0190475659183,0.00798455136828,11949.82075214386,0,101826,,0.825868487358
78.3088147347,17890019,0.356181651354,787,124.557,4654.62454732,-0.0189919762294,0.00849060584248,12016.75093126297,0,102613,,0.805021494627
57.3265955534,17988819,0.331558257341,793,125.008,4746.53271484,-0.0193611204935,0.00846322996464,12082.729782104492,0,103406,,0.852098822594
67.208079153,18086923,0.308044046164,787,124.274,4833.66295369,-0.0189827602784,0.00912384335728,12149.035987138748,0,104193,,0.790408879519
76.5926098434,18185447,0.286934971809,788,124.183,4866.81149292,-0.0197654417619,0.00845755194314,12214.549969673157,0,104981,,0.829107061028
80.1997700429,18283946,0.254274219275,778,125.361,4797.76753235,-0.0190912481339,0.00853384936151,12280.366022348404,0,105759,,0.781576484442
50.4642894351,18381897,0.231643170118,777,126.974,5174.84863281,-0.0187488548884,0.00851541604303,12346.419948101044,0,106536,,0.810803726315
58.4334062422,18480389,0.222196742892,808,122.399,5323.32353719,-0.0187382964941,0.00880419882014,12412.173108577728,0,107344,,0.795497596264
107.837243828,18578706,0.194183364511,802,122.652,4953.5855662,-0.0190858426698,0.0086440280041,12477.759125471115,0,108146,,0.821553468704
116.7406637,18676593,0.16769182682,800,122.289,4796.55330404,-0.018770859601,0.00770154299486,12543.573409795761,0,108946,,0.809440150857
97.5091373485,18775281,0.131144449115,778,124.83,4878.61371867,-0.0187949798953,0.00869126363735,12609.198125362396,0,109724,,0.779533714056
87.0455598034,18873610,0.109935767949,802,122.773,5108.88740031,-0.0189034588014,0.00862275768304,12675.053947687149,0,110526,,0.80959841609
106.709545988,18971582,0.071008041501,781,124.433,5202.63842773,-0.0187730308098,0.00826407320953,12740.900414705276,0,111307,,0.758894503117
