selected_iter1,loss_ent,TimestepsSoFar,ev_tdlam_before,iteration,AgentID,selected_iter0,EpRewMean,EpisodesSoFar,loss_pol_surr,loss_kl,loss_pol_entpen,loss_vf_loss,EpLenMean,EpThisIter,TimeElapsed
713,-7.63649892807,39075112,0.872132137418,794,0,793,-223.0,372905,-0.0240085015733,0.0269480417871,,28568.3663432,64.264,681,60643.12083411217
793,-4.86656665802,39075556,0.900013335049,794,1,770,952.0,483221,-0.0207127559794,0.0154375980104,,9310.46606445,49.333,1002,60684.154480695724
670,-7.64562797546,39124615,0.64881709218,795,0,794,-396.0,373656,-0.0229633978064,0.0263378854531,,27716.6808268,62.099,751,60725.32438993454
794,-4.86198854446,39124646,0.954226717353,795,1,183,968.0,484223,-0.0210810137214,0.015696135369,,8156.07740784,48.968,1002,60766.23966240883
88,-7.66063833237,39173860,0.877072185278,796,0,795,-263.0,374348,-0.0240633026115,0.0276314159855,,25215.1023966,63.869,692,60807.38265991211
795,-4.86536884308,39173922,0.95292776078,796,1,778,953.0,485223,-0.0205640118899,0.015421158867,,7322.24682109,49.276,1000,60849.29097747803
660,-7.66576337814,39222348,0.801301553845,797,0,796,-395.0,375086,-0.0235042177083,0.0250094392492,,23340.4715169,61.235,738,60890.8557946682
796,-4.87089681625,39222929,0.851898506284,797,1,669,917.0,486203,-0.0205681438189,0.0156810759606,,8399.77818044,50.059,980,60932.242082834244
600,-7.69898223877,39271945,0.901864290237,798,0,797,-408.0,375843,-0.023361729555,0.0253281821109,,24813.1025391,61.815,757,60973.64884853363
797,-4.88115310669,39272200,0.893255338073,798,1,658,973.0,487211,-0.020699905542,0.0143249589407,,4379.10382207,48.914,1008,61015.088127851486
345,-7.70461559296,39321127,0.824688643217,799,0,798,-441.0,376630,-0.0219587302612,0.0244184496502,,28416.5090535,59.867,787,61056.36924648285
798,-4.8845334053,39321157,0.815329194069,799,1,603,974.0,488217,-0.0211164934493,0.0136960683546,,5666.19468307,48.479,1006,61097.61585474014
718,-7.71420240402,39370367,0.771144941449,800,0,799,-225.0,377323,-0.0212599745234,0.0276696826719,,31681.2233887,64.104,693,61138.94410967827
799,-4.8931479454,39370480,0.828621774912,800,1,228,965.0,489203,-0.0205269526535,0.0149096965906,,5275.65871938,51.497,986,61180.175392627716
296,-7.71756076813,39419348,0.840586185455,801,0,800,-337.0,378045,-0.0246601470474,0.0264778252846,,25656.9766846,62.971,722,61220.004623651505
800,-4.89538860321,39419542,0.699752032757,801,1,379,934.0,490186,-0.0203342178914,0.0154627712133,,6097.25799561,49.866,983,61261.53819298744
599,-7.73153781891,39468581,0.659350126982,802,0,801,-465.0,378831,-0.0223615173794,0.0242940842096,,25214.2613729,59.778,786,61303.4504096508
801,-4.90002536774,39468434,0.965970419347,802,1,665,956.0,491185,-0.0207725840495,0.0146832132014,,8910.15076701,48.947,999,61345.027426719666
741,-7.74376630783,39517655,0.742411464453,803,0,802,-563.0,379654,-0.0206381329335,0.025493522912,,24265.6567281,57.578,823,61386.23974323273
802,-4.9048576355,39517905,0.472964882851,803,1,784,955.0,492186,-0.0208992928553,0.0148309104455,,8082.94535828,49.461,1001,61427.55232644081
696,-7.75589084625,39566782,0.859177038074,804,0,803,-585.0,380481,-0.0218425241862,0.0249142357303,,20125.3611348,57.579,827,61468.42993617058
803,-4.90783596039,39566962,0.58858653903,804,1,563,973.0,493187,-0.021237165347,0.0149331894936,,6683.37609609,49.009,1001,61509.11970591545
514,-7.75316572189,39615958,0.766021624207,805,0,804,-481.0,381261,-0.0228727187981,0.0253786073299,,19928.4879862,59.826,780,61550.266577243805
804,-4.92020606995,39616173,0.63647159934,805,1,693,959.0,494199,-0.0197158849527,0.0147924839597,,8194.99282328,48.611,1012,61591.50706243515
799,-7.76648712158,39665017,0.807551011443,806,0,805,-449.0,382040,-0.0227471753606,0.0248263338193,,23086.0260315,59.587,779,61633.29392457008
805,-4.91236543655,39665318,0.827733680606,806,1,771,946.0,495200,-0.0188039399024,0.0165135421557,,10553.176609,49.106,1001,61674.4858686924
177,-7.78637647629,39713063,0.791715592146,807,0,806,-187.0,382705,-0.0251124690985,0.027002885472,,32214.9169108,65.031,665,61715.907304525375
806,-4.92583036423,39714290,0.907663576305,807,1,701,952.0,496192,-0.0207850009513,0.0170803429986,,8500.74411519,49.444,992,61757.51757144928
80,-7.8071269989,39763334,0.808879286051,808,0,807,-421.0,383463,-0.0236682080528,0.0269960231381,,19201.4711711,62.032,758,61799.15198659897
807,-4.93770456314,39763603,0.836856067181,808,1,612,973.0,497203,-0.0189567258446,0.0163744505844,,6585.71563212,48.696,1011,61840.36428070068
738,-7.81322574615,39812479,0.913586817682,809,0,808,-379.0,384223,-0.0217969549315,0.0264008181014,,27336.2246297,60.723,760,61881.61638689041
808,-4.94702386856,39812852,0.800087839365,809,1,568,981.0,498219,-0.0213576122963,0.0155477666024,,4263.40568542,48.399,1016,61922.73476266861
465,-7.82858943939,39861715,0.795442223549,810,0,809,-375.0,384964,-0.0233091965929,0.0289427048992,,26581.02948,62.094,741,61964.13039112091
809,-4.97091054916,39861918,0.876361250877,810,1,739,963.0,499212,-0.0201383745104,0.015353433361,,4209.90765889,49.5,993,62005.31290125847
744,-7.83362007141,39911059,0.778675094247,811,0,810,-417.0,385736,-0.0233749451727,0.0277306500745,,27265.2113241,60.434,772,62046.99560904503
810,-4.97701358795,39911030,0.917979188263,811,1,57,928.0,500195,-0.0209423479391,0.0159403947764,,5812.09031932,49.99,983,62088.21542739868
649,-7.83873748779,39960258,0.808283552527,812,0,811,-226.0,386423,-0.0235371451029,0.0290547137071,,31062.1246948,64.5,687,62129.57445001602
811,-4.98621845245,39960046,0.959108941257,812,1,164,979.0,501196,-0.0211880333445,0.0141522651926,,5719.89486694,48.965,1001,62170.81584239006
754,-7.85155630112,40009292,0.680378913879,813,0,812,-102.0,387077,-0.0213164192877,0.0305597465485,,38122.701945,65.69,654,62212.23153543472
812,-4.99165964127,40009470,0.921624049544,813,1,394,968.0,502202,-0.0203522942223,0.0145946517199,,5221.05832799,49.146,1006,62253.40812754631
736,-7.84912872314,40058327,0.660722196102,814,0,813,-459.0,387859,-0.0224145719937,0.0267672076588,,28632.5167033,59.415,782,62294.74522304535
813,-4.98397159576,40058546,0.953383550048,814,1,636,952.0,503204,-0.0207028952427,0.0156729194568,,7287.65715663,49.003,1002,62336.024747133255
535,-7.86157846451,40107599,0.780984163284,815,0,814,-599.0,388694,-0.0226943750458,0.0247618452025,,21219.4918823,57.368,835,62377.20116734505
814,-4.97725582123,40107613,0.968699797988,815,1,319,966.0,504208,-0.0204350927379,0.0160406886522,,6716.41972605,48.844,1004,62418.64675116539
635,-7.87267875671,40156816,0.753003835678,816,0,815,-513.0,389493,-0.0199875043084,0.0302571480473,,21649.1652629,58.93,799,62460.092081308365
815,-4.97211933136,40156904,0.771313861012,816,1,235,983.0,505230,-0.0186480072055,0.0159894632719,,4380.00816091,48.167,1022,62501.4733915329
541,-7.88205623627,40205856,0.752762153745,817,0,816,-519.0,390307,-0.0232664874347,0.0260897125506,,27263.9289347,57.609,814,62542.400743961334
816,-4.96679735184,40205674,0.881187438965,817,1,395,970.0,506243,-0.0213276675665,0.0147827078666,,6089.79641215,48.029,1013,62583.763135671616
306,-7.8879699707,40254539,0.746514409781,818,0,817,-232.0,390994,-0.0227083462523,0.0271727727571,,32722.4945068,63.516,687,62625.162606716156
817,-4.97258281708,40255225,0.875122658908,818,1,50,960.0,507263,-0.0204023610568,0.0152897939164,,7728.21683375,48.361,1020,62666.725798368454
533,-7.8924574852,40303382,0.901777856052,819,0,818,-417.0,391753,-0.0210432250315,0.0263608310682,,27371.0924072,60.97,759,62708.46835398674
818,-4.96423006058,40304347,0.974117675796,819,1,606,950.0,508262,-0.0209396045345,0.0152998343304,,7372.45901998,49.168,999,62750.168251276016
691,-7.90194797516,40353455,0.865052685142,820,0,819,-454.0,392537,-0.0228085481212,0.027196037195,,24196.8046672,60.778,784,62792.05060148239
819,-4.96346378326,40353412,0.937036111951,820,1,364,949.0,509253,-0.0214408991354,0.0154892835611,,6489.73323313,49.689,991,62833.96002101898
571,-7.91614532471,40402366,0.661523014307,821,0,820,-456.0,393320,-0.0222483336693,0.0266339672962,,25191.762085,59.433,783,62876.011845588684
820,-4.96964168549,40402734,0.90187355876,821,1,593,972.0,510280,-0.0209406117744,0.0157318936156,,6687.32555135,47.914,1027,62917.49898338318
706,-7.92176008224,40451730,0.899543225765,822,0,821,-380.0,394079,-0.0241993104767,0.0272406390092,,27103.2173564,60.75,759,62959.02364230156
821,-4.98400831223,40451858,0.945179026574,822,1,710,968.0,511300,-0.020866647712,0.0150454633016,,5662.15295919,48.157,1020,63000.2863907814
239,-7.92346143723,40500732,0.739637732506,823,0,822,-157.0,394739,-0.0236183248441,0.0285736955702,,36394.5180257,65.259,660,63041.896257162094
822,-4.97974634171,40501019,0.932010889053,823,1,190,963.0,512303,-0.0216696516145,0.0156626408182,,6756.22612127,49.046,1003,63083.19958281517
226,-7.92663383484,40550064,0.840932890773,824,0,823,-398.0,395500,-0.0203065011689,0.0252636595784,,27575.2173055,61.181,761,63124.64577078819
823,-4.98893785477,40550162,0.746931433678,824,1,626,966.0,513307,-0.0207373371668,0.0152037924466,,6030.90222804,48.939,1004,63166.01709127426
469,-7.94275665283,40599035,0.835603103042,825,0,824,-409.0,396259,-0.0219089667371,0.0254419522826,,25659.7097168,60.779,759,63207.35680270195
824,-5.00268507004,40599223,0.365650355816,825,1,185,969.0,514307,-0.0201113753428,0.0153369224281,,5683.66759491,49.061,1000,63248.71594333649
474,-7.93908071518,40648470,0.861264422536,826,0,825,-574.0,397073,-0.0205078496365,0.0252906689808,,14792.5146739,58.15,814,63290.36419796944
825,-5.01309871674,40648492,0.452356278896,826,1,362,967.0,515321,-0.0192159377427,0.0144142681578,,6710.92310333,48.633,1014,63331.75271964073
738,-7.95663499832,40697440,0.782089114189,827,0,826,-686.0,397949,-0.0210429095653,0.0227844615001,,15742.9819336,55.019,876,63372.97467446327
826,-5.01594495773,40697585,0.928571455181,827,1,740,966.0,516341,-0.0202696757769,0.0148256373165,,6178.30406443,48.058,1020,63414.26475596428
552,-7.96530151367,40746154,0.53935906291,828,0,827,-172.0,398609,-0.0227781138868,0.0270384094135,,24916.9181925,65.017,660,63455.75398159027
827,-5.00440454483,40746641,0.760290756822,828,1,569,968.0,517346,-0.0187541100907,0.0149539887013,,6197.33635457,48.844,1005,63497.337465047836
202,-7.98913526535,40795456,0.796570956707,829,0,828,-261.0,399306,-0.02175835391,0.0274707825156,,31564.0001221,64.453,697,63538.79839134216
828,-5.01306438446,40795321,0.971836904064,829,1,112,967.0,518347,-0.0198546372994,0.0149923962114,,6828.02602132,48.601,1001,63579.88598227501
365,-8.00461387634,40844907,0.767249375582,830,0,829,-344.0,400042,-0.0222260605757,0.0270950203994,,25514.3138224,62.3,736,63621.56345319748
829,-5.00414705276,40844935,0.90257628262,830,1,692,928.0,519333,-0.0201162381175,0.0172299809832,,7903.18544261,50.552,986,63663.119639873505
554,-8.00515651703,40893645,0.74354031682,831,0,830,-427.0,400807,-0.0224149704251,0.0250812239634,,26237.357137,60.217,765,63703.57166862488
830,-5.01342487335,40894109,0.965199030936,831,1,488,978.0,520360,-0.019539517952,0.0150090359772,,5220.64985911,47.936,1027,63744.28076052666
578,-7.99865674973,40943128,0.641035795212,832,0,831,-693.0,401672,-0.0220712849696,0.0233643295942,,11841.9533488,56.108,865,63785.858065366745
831,-5.01457262039,40943347,0.282528460026,832,1,678,972.0,521402,-0.0197783796951,0.0143640036501,,6380.7805659,47.31,1042,63827.414071798325
554,-8.02700710297,40992343,0.821841269732,833,0,832,-561.0,402496,-0.020821838858,0.0250108974287,,18714.183665,57.544,824,63869.55355668068
832,-5.01282930374,40992488,0.91684383899,833,1,753,975.0,522427,-0.019475907456,0.016285833534,,6677.10659281,47.982,1025,63910.938646793365
725,-8.04162693024,41040573,0.866752147675,834,0,833,-516.0,403296,-0.0227734530733,0.0238894696813,,20994.3566182,58.511,800,63954.02009963989
833,-5.02469682693,41041552,0.93190485239,834,1,801,978.0,523455,-0.0194594740606,0.0128090785195,,4339.11196136,47.612,1028,63995.679478406906
334,-8.04553985596,41090491,0.795381933451,835,0,834,-211.0,403975,-0.0228455403897,0.0264643793538,,29404.4338379,66.391,679,64037.651163339615
834,-5.0230345726,41090729,0.838878855109,835,1,677,964.0,524498,-0.0192220393801,0.0123064027284,,6471.81691488,47.253,1043,64079.22524571419
834,-8.04907417297,41139686,0.647049188614,836,0,835,-445.0,404747,-0.0216364045433,0.0267654076451,,22067.1119588,59.75,772,64120.814552783966
835,-5.02644300461,41139938,0.635689347982,836,1,825,961.0,525507,-0.0198094609465,0.0161130824708,,8620.58093262,48.791,1009,64162.91096782684
337,-8.0534362793,41188722,0.812737077475,837,0,836,-274.0,405450,-0.0230895576533,0.0259584943609,,28676.2366638,63.608,703,64204.741747140884
836,-5.03414106369,41189090,0.884351246059,837,1,787,962.0,526532,-0.0210944354961,0.014556443668,,6927.10509745,47.952,1025,64246.4106092453
540,-8.05825710297,41237430,0.872415482998,838,0,837,-471.0,406229,-0.0216522785874,0.0237802973328,,21939.3781331,58.759,779,64288.190291404724
837,-5.04039382935,41238077,0.845631450415,838,1,24,866.0,527492,-0.0209544146492,0.0179143753679,,10702.6840922,51.225,960,64329.865391254425
528,-8.06076049805,41286731,0.458039343357,839,0,838,-293.0,406928,-0.021565878172,0.0269991629369,,30851.590861,65.114,699,64371.45539164543
838,-5.0428442955,41287403,0.936515703797,839,1,387,963.0,528519,-0.0191997114307,0.0141540249654,,7489.5106252,47.767,1027,64413.07635116577
131,-8.07141304016,41335957,0.870652273297,840,0,839,-180.0,407607,-0.0213479098262,0.0285036213075,,31965.8730265,64.351,679,64454.80330324173
839,-5.04947519302,41336598,0.385265827179,840,1,837,965.0,529538,-0.0205641334275,0.013774118134,,7058.75417328,48.319,1019,64496.298545360565
673,-8.07849311829,41385476,0.907378353179,841,0,840,-420.0,408364,-0.0219923028781,0.0244834925203,,25670.2654622,61.678,757,64538.156348228455
840,-5.04981422424,41385650,0.895418047905,841,1,523,960.0,530569,-0.0197305922144,0.015285976949,,7397.4944814,47.607,1031,64579.60424041748
571,-8.08254432678,41434694,0.765547320247,842,0,841,-333.0,409093,-0.0231738236131,0.0247363495097,,28495.0644836,61.955,729,64620.96316933632
841,-5.06208848953,41434088,0.951424978673,842,1,649,978.0,531578,-0.0195994629466,0.0137838245331,,5347.01041158,47.887,1009,64662.65795636177
490,-8.08835411072,41483914,0.882593549788,843,0,842,-588.0,409916,-0.0212043044642,0.0236075251984,,15345.9213053,58.644,823,64704.3016397953
842,-5.06421804428,41484007,0.89762327075,843,1,684,975.0,532615,-0.0206301998793,0.0148701861035,,5602.88092931,47.408,1037,64745.885789871216
766,-8.09363079071,41532862,0.535888880491,844,0,843,-260.0,410618,-0.020942638958,0.0290857106059,,28012.9755351,63.373,702,64787.56859707832
843,-5.06567287445,41533181,0.787502557039,844,1,402,966.0,533622,-0.0210271011747,0.0137065615854,,7043.62644068,48.896,1007,64829.45176768303
719,-8.10045528412,41582438,0.599334836006,845,0,844,-685.0,411501,-0.0211465678876,0.0226116873867,,18708.6598816,55.0,883,64871.10695338249
844,-5.06468725204,41582315,0.980406694114,845,1,554,954.0,534616,-0.0194283264573,0.01464418252,,5833.17526754,49.394,994,64912.727855205536
534,-8.11178779602,41631377,0.864115983248,846,0,845,-656.0,412367,-0.0194060494541,0.024722825503,,18290.0084432,55.599,866,64954.271537065506
845,-5.07075309753,41631461,0.723929911852,846,1,737,982.0,535664,-0.0195834980307,0.0155300129554,,5090.57051214,46.825,1048,64995.69824576378
532,-8.12399482727,41680249,0.816928848624,847,0,846,-286.0,413077,-0.0229139526588,0.0270639486456,,26641.9408976,62.765,710,65037.46594166756
846,-5.08227300644,41680527,0.499042987823,847,1,489,954.0,536688,-0.0200175687011,0.0126557753926,,8555.40383403,47.965,1024,65079.29839158058
720,-8.1384563446,41729584,0.684948533773,848,0,847,-524.0,413890,-0.0220868202935,0.023905029792,,25061.8993225,57.838,813,65120.859016656876
847,-5.10340356827,41729383,0.813764795661,848,1,293,976.0,537700,-0.020311882244,0.0143318126405,,6467.86384074,48.318,1012,65162.287361860275
619,-8.1413860321,41778819,0.793767243624,849,0,848,-513.0,414692,-0.0223680308069,0.0239760282372,,22551.8844604,58.821,802,65204.246490716934
848,-5.10452842712,41778508,0.843564659357,849,1,215,980.0,538724,-0.0201082053585,0.0167082483725,,4989.20844523,47.969,1024,65245.85522317886
597,-8.15261745453,41827587,0.86517766118,850,0,849,-304.0,415424,-0.0219883728617,0.0257452752752,,28761.2931112,61.814,732,65287.614159584045
849,-5.12736415863,41828087,0.96246240288,850,1,370,978.0,539764,-0.0198919848093,0.0145191020953,,4168.31360881,47.649,1040,65329.08475136757
657,-8.15832805634,41876502,0.823069527745,851,0,850,-460.0,416194,-0.0227639561441,0.0241601678232,,23139.1441345,59.767,770,65371.1227889061
850,-5.1223897934,41877144,0.497003376484,851,1,327,956.0,540764,-0.0205601543033,0.0154485676903,,6509.28934224,49.057,1000,65413.25010704994
295,-8.17627716064,41926083,0.811872556806,852,0,851,-510.0,416994,-0.020231650599,0.0256333428357,,19593.2163493,59.296,800,65455.056955099106
851,-5.12023973465,41926274,0.864784121513,852,1,817,978.0,541792,-0.0202845502305,0.0140633120706,,5254.2212499,47.808,1028,65496.608963251114
848,-8.17758655548,41975424,0.826298728585,853,0,852,-622.0,417850,-0.0206421885911,0.0237321892055,,20606.3774719,56.032,856,65538.45423769951
852,-5.12641763687,41975468,0.952557299286,853,1,408,972.0,542808,-0.0187394858027,0.0147891824405,,5356.36295827,48.434,1016,65580.21732020378
130,-8.1862783432,42024516,0.796245098114,854,0,853,-207.0,418522,-0.0220156375484,0.0298548462257,,29372.7450562,65.094,672,65622.09420204163
853,-5.13464593887,42024636,0.880950838327,854,1,702,983.0,543853,-0.0195053706314,0.0155289636265,,4806.13488261,46.989,1045,65663.69724607468
615,-8.18380832672,42073303,0.832527086139,855,0,854,-482.0,419309,-0.0211079830187,0.0265662310024,,25253.6734619,58.999,787,65705.01753139496
854,-5.13672161102,42073941,0.94433490932,855,1,242,967.0,544882,-0.0202818831215,0.0139305235934,,5108.11088689,48.022,1029,65746.54924798012
411,-8.1987323761,42122319,0.83337366581,856,0,855,-226.0,419991,-0.0227965223409,0.0282930012715,,28493.3601278,63.756,682,65788.5788435936
855,-5.13973474503,42122985,0.82125620544,856,1,850,971.0,545916,-0.018520449618,0.0141253619998,,5514.76796595,47.395,1034,65830.366386652
638,-8.20557403564,42171910,0.590487062931,857,0,856,-279.0,420699,-0.0219408842725,0.0267122905934,,36467.93809,63.559,708,65872.15928268433
856,-5.15052461624,42172053,0.649543821812,857,1,747,973.0,546959,-0.0197140605305,0.0137388128593,,5442.29166158,47.0,1043,65914.1182141304
781,-8.20288276672,42221089,0.564233988523,858,0,857,-615.0,421540,-0.0223151512425,0.0234469385274,,18331.6960551,56.822,841,65955.64082098007
857,-5.14928913116,42221131,0.635661929846,858,1,788,980.0,548012,-0.0184230335532,0.0143074859128,,4733.08368937,46.616,1053,65997.20209598541
595,-8.20093345642,42270173,0.874601125717,859,0,858,-536.0,422354,-0.0197101851275,0.0260389895411,,23853.1144613,57.65,814,66039.02832436562
858,-5.1580786705,42270288,0.670922487974,859,1,650,972.0,549067,-0.0191074882556,0.0125816292906,,6198.44259898,46.613,1055,66080.99591255188
810,-8.21141815186,42319327,0.636627465487,860,0,859,-489.0,423151,-0.0224287953606,0.0256812095564,,21129.371877,58.586,797,66122.97500514984
859,-5.15736055374,42319636,0.498004794121,860,1,787,974.0,550082,-0.0188175115133,0.0147001883403,,5330.42634837,48.528,1015,66164.9957356453
507,-8.22085571289,42368496,0.825437664986,861,0,860,-521.0,423949,-0.0209183269665,0.0245533894825,,21618.7322591,58.746,798,66207.44584488869
860,-5.16670084,42368752,0.763864338398,861,1,695,973.0,551120,-0.0197505682687,0.0149273154093,,4876.36983744,47.441,1038,66249.13712096214
519,-8.22693920135,42417834,0.831543594599,862,0,861,-585.0,424788,-0.0172774680347,0.0272388208735,,21581.9239299,56.614,839,66290.92992734909
861,-5.17382574081,42417258,0.865696713328,862,1,518,976.0,552150,-0.0201664875397,0.0142080075457,,6191.55555471,47.163,1030,66332.95738554001
832,-8.22596359253,42466494,0.910395942628,863,0,862,-352.0,425526,-0.0213212570816,0.024446733684,,25416.2145487,60.923,738,66374.79565668106
862,-5.17797803879,42467040,0.96324981004,863,1,541,967.0,553165,-0.0203315055211,0.0147361083655,,5681.1621755,48.989,1015,66416.96701049805
783,-8.24868869781,42516130,0.831117749214,864,0,863,-308.0,426232,-0.0211025278065,0.0264711513883,,25401.8170573,63.254,706,66458.825340271
863,-5.1711807251,42516031,0.655732423067,864,1,704,979.0,554230,-0.0173675732318,0.0138663055259,,4520.59146118,45.662,1065,66500.357391119
434,-8.25058460236,42564950,0.836049750447,865,0,864,-195.0,426902,-0.0235556294501,0.0248806960105,,28443.0290426,63.762,670,66542.20708155632
864,-5.18530321121,42565354,0.948171135038,865,1,861,964.0,555266,-0.0204495577903,0.0136135212573,,6895.44378662,47.551,1036,66583.97080755234
793,-8.26138591766,42613922,0.562119185925,866,0,865,-294.0,427615,-0.0209834429455,0.028354748385,,24608.8684184,62.261,713,66625.86423492432
865,-5.18571329117,42614581,0.818653598428,866,1,569,954.0,556281,-0.019857156493,0.0155112464757,,7770.10149256,48.549,1015,66667.6276049614
632,-8.2631778717,42663469,0.921054497361,867,0,866,-406.0,428362,-0.0214863361907,0.0278206759831,,24218.5650838,61.99,747,66709.92576670647
866,-5.18041038513,42663473,0.50442302227,867,1,565,957.0,557302,-0.020855912929,0.014932876608,,8369.45611064,48.049,1021,66751.80051207542
278,-8.28017902374,42712802,0.754909098148,868,0,867,-605.0,429211,-0.0193266032244,0.0261141009396,,22610.321991,56.352,849,66793.6312777996
867,-5.19691133499,42712780,0.81031036377,868,1,425,973.0,558324,-0.0188136267728,0.0156838349261,,5666.53066508,48.296,1022,66835.52094888687
335,-8.2811384201,42761504,0.830167487264,869,0,868,-148.0,429868,-0.0214076439782,0.0272649030667,,34840.0053507,65.849,657,66877.42557764053
868,-5.20601081848,42761946,0.498351633549,869,1,680,968.0,559364,-0.0185321502504,0.0159412848686,,5262.14455668,47.198,1040,66919.75322031975
775,-8.27511882782,42810837,0.396075844765,870,0,869,-713.0,430762,-0.0185473150632,0.023627582433,,19405.0606486,54.026,894,66961.59075737
869,-5.21549797058,42811090,0.95128326118,870,1,514,978.0,560430,-0.0201594934624,0.0137183862001,,5346.53302511,45.887,1066,67003.2856194973
643,-8.28246307373,42859602,0.915371693671,871,0,870,-268.0,431466,-0.0228914831459,0.026404148511,,29231.8380941,62.549,704,67045.61864829063
870,-5.21676158905,42860292,0.96406903863,871,1,859,972.0,561466,-0.0205737083161,0.0149757881882,,6281.69842784,47.648,1036,67087.26664662361
759,-8.2905292511,42908965,0.813555091619,872,0,871,-728.0,432351,-0.0200128356034,0.0222158096343,,16297.9381002,54.741,885,67128.91409111023
871,-5.21752643585,42909373,0.875746995211,872,1,315,972.0,562506,-0.0195856289162,0.0142065704955,,5137.27733866,47.203,1040,67170.98939037323
851,-8.3008108139,42958351,0.932482250035,873,0,872,-526.0,433166,-0.0219535624007,0.0242782925488,,22491.0292969,58.041,815,67212.90539169312
872,-5.23087215424,42958606,0.657798141241,873,1,860,982.0,563568,-0.0178458267571,0.0136928606856,,3932.82799911,46.259,1062,67254.08247947693
848,-8.30786037445,43007535,0.837191700935,874,0,873,-287.0,433881,-0.0213434997519,0.0254777612087,,27025.3779093,62.746,715,67296.33461117744
873,-5.23339605331,43007710,0.600922673941,874,1,613,972.0,564624,-0.0188234019345,0.0123943246047,,5210.10377884,46.542,1056,67338.0876364708
818,-8.3097038269,43056581,0.887423224747,875,0,874,-245.0,434567,-0.0203327915903,0.0279375533185,,33872.9561564,64.246,686,67380.19788002968
874,-5.24149942398,43056408,0.796089977026,875,1,792,964.0,565670,-0.0195250360606,0.0130661538569,,6916.31678518,46.701,1046,67422.39584803581
682,-8.30541801453,43105855,0.890467248857,876,0,875,-347.0,435300,-0.0229987416242,0.0241559816835,,24786.5214844,61.943,733,67464.32644081116
875,-5.24998855591,43105775,0.968734841794,876,1,711,978.0,566735,-0.0181056254078,0.0140115462127,,5140.58924739,46.171,1065,67506.10265374184
874,-8.31188488007,43154660,0.936610251665,877,0,876,-415.0,436055,-0.0216643636716,0.0253177539368,,26476.9396261,60.0,755,67548.14376115799
876,-5.25289487839,43155096,0.590222120285,877,1,693,978.0,567768,-0.0193838413785,0.0133449924178,,5427.09229533,47.778,1033,67590.0169494152
773,-8.31249809265,43204263,0.836549177766,878,0,877,-454.0,436840,-0.0219438011991,0.0250523603754,,23366.0591125,60.504,785,67632.08414340019
877,-5.25736761093,43204325,0.913259327412,878,1,737,968.0,568798,-0.0192533271426,0.0146852623244,,7298.29065959,47.774,1030,67673.91338586807
830,-8.3100643158,43253103,0.153490722179,879,0,878,-292.0,437554,-0.021180464013,0.0247629659328,,28811.8803813,62.118,714,67716.02526855469
878,-5.2711186409,43253381,0.705127626657,879,1,422,963.0,569831,-0.0192396962763,0.0139714176184,,6173.43364461,47.654,1033,67757.85852456093
859,-8.31454753876,43302529,0.58047363162,880,0,879,-377.0,438288,-0.0216572745315,0.0238258998531,,27289.4946289,62.859,734,67799.86999797821
879,-5.2881231308,43302477,0.927955925465,880,1,327,967.0,570862,-0.0195666084498,0.0144880744629,,7793.03686523,47.561,1031,67843.03084135056
523,-8.3195514679,43351616,0.823567539454,881,0,880,-360.0,439035,-0.0232513489318,0.0263464150097,,26302.3133952,61.49,747,67885.46667575836
880,-5.29560756683,43351850,0.759268641472,881,1,871,973.0,571916,-0.0189622459584,0.0136322908608,,6655.98485819,46.605,1054,67927.28988623619
829,-8.3247127533,43400865,0.895634226501,882,0,881,-460.0,439820,-0.0211287116642,0.0260509077537,,23300.9483541,59.205,785,67969.41027259827
881,-5.30113601685,43401010,0.85665717721,882,1,602,980.0,572979,-0.0174003784972,0.0151947684353,,5165.50831858,46.348,1063,68011.42735338211
629,-8.32288646698,43450129,0.777235016227,883,0,882,-513.0,440623,-0.0201601202959,0.0251121529145,,25086.8062541,58.695,803,68053.56895899773
882,-5.29798269272,43450061,0.458197712898,883,1,347,980.0,574058,-0.0174461798257,0.0141441917901,,4786.32234319,45.497,1079,68095.57065629959
698,-8.33106231689,43498970,0.928324200213,884,0,883,-456.0,441399,-0.0206772547681,0.0243001283767,,18796.430837,58.973,776,68137.66754055023
883,-5.29552078247,43499094,0.404320597649,884,1,530,977.0,575120,-0.0184952092629,0.013675313928,,4384.11273193,46.207,1062,68179.72379207611
866,-8.33901786804,43548305,0.751033246517,885,0,884,-599.0,442237,-0.0206759591044,0.0250519143107,,19852.1635234,56.656,838,68221.80254411697
884,-5.29979562759,43548342,0.950823090971,885,1,734,970.0,576168,-0.0182807551076,0.0126120176477,,4653.20512136,47.07,1048,68263.9886276722
833,-8.34852313995,43597510,0.930518873036,886,0,885,-530.0,443046,-0.0201646748659,0.0250104239676,,20293.9543966,58.203,809,68306.16265583038
885,-5.30733823776,43597462,0.68603309989,886,1,825,966.0,577195,-0.0190085693224,0.0147438272252,,6238.09156291,47.783,1027,68348.30234956741
760,-8.35159111023,43646235,0.757547646761,887,0,886,-382.0,443791,-0.0229296883723,0.0252128890716,,25917.7595011,60.828,745,68391.42600250244
886,-5.3184466362,43646545,0.899708166718,887,1,514,972.0,578249,-0.0192453444712,0.0150311687224,,6219.08864085,46.354,1054,68433.29523825645
