loss_vf_loss,EpThisIter,loss_pol_surr,TimeElapsed,loss_pol_entpen,loss_kl,iteration,AgentID,selected_iter0,EpisodesSoFar,EpLenMean,ev_tdlam_before,TimestepsSoFar,EpRewMean,loss_ent,selected_iter1
2112.60794576,465,-0.0455554141857,3294.529997587204,,0.0303736747398,20,0,19,9230,109.373,0.880610108376,1031656,-329.047833206,-1.31979382038,14
3574.65247599,463,-0.0434610351707,3375.3750228881836,,0.0314114521413,20,1,5,9132,106.759,0.877179309726,1031274,-256.677207987,-1.62131500244,19
2142.98219045,471,-0.0463118033949,3455.7870976924896,,0.0324551916371,21,0,20,9701,104.856,0.795476511121,1080105,-309.188456135,-1.34088993073,12
3267.23918152,452,-0.0451139231736,3537.762979745865,,0.0304962952311,21,1,18,9584,105.635,0.859069406986,1080407,-262.608528645,-1.62616014481,20
1938.95912933,445,-0.0475463177621,3617.0391104221344,,0.0310840645495,22,0,21,10146,108.639,0.832582905889,1129508,-313.823557066,-1.37596559525,9
3045.32900747,463,-0.04345811659,3697.8439683914185,,0.0294122151099,22,1,9,10047,107.99,0.934049278498,1129254,-246.35276743,-1.64710342884,21
2043.10874939,419,-0.045889128698,3778.1489956378937,,0.0311370200167,23,0,22,10565,109.935,0.856812909245,1178661,-301.853261454,-1.39327728748,4
3152.14661662,478,-0.0436112107903,3857.358995437622,,0.0297724429984,23,1,15,10525,109.973,0.869712069631,1178475,-229.863235725,-1.65581536293,22
1928.74344889,441,-0.0465480499746,3939.162634372711,,0.0318020016421,24,0,23,11006,107.974,0.880518510938,1228173,-296.651610818,-1.42828631401,17
2876.21398417,500,-0.0439752012996,4018.3971292972565,,0.0290893182003,24,1,22,11025,105.31,0.698715269566,1227867,-230.540148193,-1.67053043842,23
2033.09962718,464,-0.0472007232214,4096.61891078949,,0.0307820941477,25,0,24,11470,102.463,0.859971567988,1277416,-251.197007854,-1.46823966503,13
3434.11202494,436,-0.0443964510535,4175.529139518738,,0.0306910827057,25,1,17,11461,107.402,0.945421759039,1276143,-242.547361271,-1.67369711399,24
1826.85119883,485,-0.0458187421997,4253.10821890831,,0.0309058000954,26,0,25,11955,105.267,0.812240689993,1326098,-316.362416896,-1.4880656004,8
3256.13223521,461,-0.0444634131078,4330.845507383347,,0.0307528785197,26,1,10,11922,104.149,0.894088961184,1325456,-256.279657977,-1.71301317215,25
1854.73819478,469,-0.0463338285626,4408.797003746033,,0.0305444556676,27,0,26,12424,105.518,0.899121716619,1375412,-295.218527303,-1.51147449017,1
3856.27786255,453,-0.0439509231364,4488.090004444122,,0.0298099305558,27,1,13,12375,107.149,0.907447770238,1375021,-250.242719097,-1.73792207241,26
1963.41220347,480,-0.0452539226389,4565.186994552612,,0.0322751173129,28,0,27,12904,105.524,0.788995936513,1424565,-290.0149613,-1.54620409012,0
3539.52216339,471,-0.0428950496716,4644.2970058918,,0.0287781019385,28,1,0,12846,104.239,0.905883282423,1424889,-236.612414674,-1.75064778328,27
1972.48473612,475,-0.0467974243317,4724.089997053146,,0.031935777554,29,0,28,13379,104.294,0.896479949355,1473192,-269.176237127,-1.5821928978,7
3594.54429626,475,-0.0423596215551,4802.355003356934,,0.0307160490581,29,1,26,13321,102.162,0.926703542471,1473909,-226.886031409,-1.75735533237,28
1879.12566376,487,-0.0457245424526,4881.066024541855,,0.0306266628516,30,0,29,13866,102.356,0.908292554319,1523154,-262.599939465,-1.62542712688,29
3778.40131124,498,-0.0429788690235,4960.060999631882,,0.0289580354001,30,1,9,13819,100.668,0.884637027979,1522727,-227.188093068,-1.76715111732,29
1905.14424133,500,-0.0440090540894,5037.98700261116,,0.0327559630387,31,0,30,14366,97.955,0.859874591231,1572168,-248.779411927,-1.65524303913,11
4207.57214864,455,-0.0438488569149,5117.90696144104,,0.0296884356067,31,1,16,14274,102.245,0.893140144646,1571165,-255.310326026,-1.77844452858,30
2099.02577718,470,-0.0438286305095,5196.742036819458,,0.0305067979886,32,0,31,14836,104.008,0.904896423221,1620958,-277.52786605,-1.67248523235,27
4129.33248393,458,-0.043114645135,5275.2186279296875,,0.030313847897,32,1,7,14732,105.473,0.8859892115,1621071,-229.645612016,-1.78961229324,31
1954.81608582,480,-0.0436866862195,5353.742002248764,,0.0313763219941,33,0,32,15316,105.593,0.844259530306,1670471,-292.215515406,-1.70373308659,19
4525.08943176,484,-0.0418876369464,5431.19012260437,,0.0303891659326,33,1,29,15216,102.36,0.905901908875,1670290,-231.001433321,-1.80112338066,32
2134.94857279,476,-0.0439003535042,5509.931004047394,,0.0323031971153,34,0,33,15792,102.215,0.876964427531,1719307,-253.119844797,-1.74343049526,8
3769.14850871,483,-0.0430006600994,5589.013003110886,,0.0299223101077,34,1,17,15699,101.987,0.922065287828,1719160,-202.712804006,-1.8106405735,33
2101.00245412,478,-0.0431294383695,5668.139564275742,,0.0322546703198,35,0,34,16270,101.7,0.885555647314,1768701,-242.091743521,-1.76857876778,21
3958.47117106,517,-0.0410710981038,5746.398628950119,,0.0290474823754,35,1,17,16216,99.047,0.904683321714,1768363,-192.532457674,-1.82064878941,34
2358.91795349,483,-0.0441330755906,5823.791289806366,,0.0317088292601,36,0,35,16753,98.339,0.894542999566,1817837,-187.741013681,-1.79210591316,26
4023.96193949,489,-0.0404431759186,5902.379990100861,,0.0311681215729,36,1,24,16705,101.758,0.874832868576,1818036,-197.397615688,-1.85119009018,35
2144.71579997,500,-0.0434516203726,5979.341016054153,,0.0311632431888,37,0,36,17253,100.201,0.888664953411,1867033,-230.379196983,-1.82702422142,5
4883.10097249,483,-0.0420514619327,6057.907014369965,,0.030279381938,37,1,15,17188,99.827,0.903134547174,1867108,-228.983309337,-1.87033069134,36
2181.33513641,489,-0.0437423811915,6136.934279680252,,0.0309007533748,38,0,37,17742,101.538,0.708829313517,1916249,-236.110436445,-1.85323429108,16
4655.73205058,490,-0.0420750539148,6214.955384016037,,0.0293285423735,38,1,29,17678,99.874,0.912199765444,1915916,-202.79887428,-1.87142324448,37
2230.07329814,465,-0.0445652987983,6294.044001817703,,0.0344308735415,39,0,38,18207,101.528,0.854822009802,1964883,-228.71583097,-1.90576779842,31
4381.09717306,477,-0.0419640379065,6371.869914054871,,0.0307987126289,39,1,19,18155,103.035,0.841150179505,1964795,-182.685864086,-1.88620042801,38
2265.71141561,472,-0.0414520425111,6448.79910826683,,0.0341394201775,40,0,39,18679,104.278,0.910252481699,2014713,-230.876785282,-1.94354987144,9
4802.2802887,499,-0.0431220663013,6527.775154352188,,0.0305431907376,40,1,7,18654,104.039,0.902934841812,2014738,-188.297799369,-1.91223788261,39
2027.62242635,490,-0.0428006842994,6608.06125497818,,0.031594913026,41,0,40,19169,100.303,0.901355341077,2063640,-213.510499996,-1.98027837276,22
4504.2528127,486,-0.0407805718132,6686.293005943298,,0.0301269497722,41,1,14,19140,100.301,0.908573783934,2063893,-195.497554182,-1.92510247231,40
2153.58866119,478,-0.0409894914871,6763.651998996735,,0.0328342501307,42,0,41,19647,100.91,0.898170463741,2111877,-215.757665454,-2.007781744,41
4920.50361633,484,-0.0414301566974,6841.245076417923,,0.030574666763,42,1,9,19624,101.192,0.95244660601,2112691,-192.921500364,-1.93661546707,41
2486.71802521,482,-0.0417486074148,6920.376797914505,,0.0323477604737,43,0,42,20129,102.701,0.909720346332,2162167,-226.912650888,-2.03720331192,18
4312.57624308,492,-0.0416425858857,6998.1796135902405,,0.0305554754644,43,1,15,20116,101.922,0.933462463319,2161944,-174.903949313,-1.96617889404,42
2002.4918162,474,-0.0429564063864,7075.523911237717,,0.033399157847,44,0,43,20603,101.622,0.885155037045,2210801,-206.278880554,-2.06466794014,6
4557.55948893,508,-0.0412752584574,7154.989527225494,,0.0311435549908,44,1,36,20624,99.532,0.895046673715,2210986,-174.23510945,-1.97833395004,43
2300.73899714,506,-0.0413488161673,7232.300106287003,,0.0332741612025,45,0,44,21109,97.055,0.475597441196,2260206,-198.839580525,-2.11508512497,31
4544.83348592,529,-0.0412779447215,7310.120282649994,,0.0283871866607,45,1,11,21153,95.746,0.924946255982,2260329,-147.42549257,-1.98903691769,44
2585.04347992,490,-0.0395555968571,7388.040002822876,,0.034515277599,46,0,45,21599,96.279,0.924690544605,2309282,-164.520800562,-2.13610982895,17
5016.85247294,509,-0.0420192567787,7465.448218584061,,0.0299210213125,46,1,21,21662,98.42,0.924115501344,2309612,-177.363198734,-2.0134036541,45
2329.38304265,490,-0.0407148645027,7544.144008636475,,0.0338706634551,47,0,46,22089,98.638,0.81222012639,2358455,-181.556561057,-2.16721343994,41
5757.45127869,526,-0.0396058721041,7623.862002372742,,0.0299229841912,47,1,46,22188,96.262,0.905058391392,2358221,-151.53139072,-2.02209615707,46
2477.44715881,523,-0.0409029762474,7703.360554456711,,0.0348338565479,48,0,47,22612,93.251,0.786615774035,2408054,-186.610758181,-2.21838569641,36
5676.78623454,504,-0.0412209991094,7781.667003631592,,0.0292284700166,48,1,18,22692,96.604,0.890335649252,2407548,-164.227775661,-2.03713202477,47
2844.72015889,499,-0.0406890333397,7859.515001535416,,0.0342173332271,49,0,48,23111,97.732,0.952894710004,2456855,-167.908867904,-2.26349425316,46
5214.60177612,514,-0.0403220691078,7938.410000085831,,0.0291064104919,49,1,40,23206,96.335,0.780999571085,2456604,-136.57517338,-2.05495405197,48
3371.44511922,505,-0.0409129780116,8017.033221721649,,0.0330087958913,50,0,49,23616,96.564,0.73023852706,2506197,-150.856761611,-2.29278540611,11
6148.05473836,501,-0.0410560060409,8094.182552814484,,0.0315850966144,50,1,45,23707,98.287,0.939314976335,2506266,-166.645705864,-2.0685107708,49
3275.35929871,501,-0.0403034911045,8173.410582304001,,0.0353156285516,51,0,50,24117,98.317,0.949905715883,2555090,-181.061600486,-2.33345508575,16
5515.07339986,531,-0.0408560515886,8252.588194131851,,0.0300212210665,51,1,40,24238,94.75,0.796583935618,2555117,-117.735779905,-2.07794141769,50
2885.54028575,475,-0.0416207702801,8330.266655683517,,0.0363001283258,52,0,51,24592,97.384,0.903236709535,2604089,-140.235674088,-2.36608743668,15
4926.1093394,547,-0.0390066526209,8408.13954114914,,0.0304392154794,52,1,40,24785,96.306,0.81995216012,2604310,-107.202084317,-2.08077311516,51
3021.31015269,510,-0.0396424861004,8487.882693767548,,0.0349825785185,53,0,52,25102,94.669,0.9033677876,2653764,-165.872810197,-2.40567660332,50
7021.79969279,517,-0.0405089098592,8565.609004735947,,0.0322739235902,53,1,8,25302,96.079,0.834278315306,2653235,-153.067186589,-2.10384297371,52
3090.73292287,472,-0.0409447825999,8643.61100268364,,0.0354815827062,54,0,53,25574,97.929,0.872222825885,2701840,-150.664380089,-2.43939828873,10
5476.08640035,529,-0.0402619419619,8723.575452804565,,0.0314028170736,54,1,49,25831,97.61,0.900882408023,2702865,-109.3408616,-2.10956001282,53
4045.54995982,531,-0.0378825483397,8801.153156757355,,0.0350882930992,55,0,54,26105,93.667,0.6694688797,2751502,-170.79177603,-2.48724389076,43
6013.99771627,530,-0.0393089440574,8880.508846759796,,0.030004438983,55,1,49,26361,92.748,0.911496758461,2751416,-98.640403193,-2.11199378967,54
3922.47779338,483,-0.0396104027556,8960.37976717949,,0.0353517502081,56,0,55,26588,96.438,0.810576856136,2800389,-123.43058447,-2.51953172684,37
6282.45478312,522,-0.0399171537817,9039.962657213211,,0.0312647262278,56,1,4,26883,98.308,0.903795078397,2801268,-123.814208712,-2.1403195858,55
3311.30856578,505,-0.0395799859155,9120.947898864746,,0.0356154416998,57,0,56,27093,96.934,0.846689075232,2850007,-163.159937907,-2.5538315773,29
6433.1257782,537,-0.0409105025271,9202.046381950378,,0.031030765657,57,1,33,27420,94.662,0.877214960754,2849989,-91.7431196608,-2.15033006668,56
3985.35870361,492,-0.0404152227857,9283.131009578705,,0.0358736361377,58,0,57,27585,95.497,0.739009350538,2899409,-123.708262489,-2.58914923668,53
5915.97660319,532,-0.0411360944466,9362.189004659653,,0.0304377907887,58,1,34,27952,96.297,0.89930947125,2899205,-91.906688625,-2.15996646881,57
4535.08061727,509,-0.0394551639329,9442.16300368309,,0.0351241166548,59,0,58,28094,93.979,0.356252789497,2948257,-129.734470695,-2.63024878502,53
6151.74401855,528,-0.0409453860775,9520.581578969955,,0.0294185807385,59,1,41,28480,94.974,0.922214195132,2948458,-91.6143147848,-2.17500901222,58
3873.84523519,511,-0.0373403840349,9598.564198732376,,0.0369090662183,60,0,59,28605,95.074,0.868069469929,2997510,-154.275686636,-2.65612816811,1
6051.56342061,547,-0.039000500304,9677.258011341095,,0.0303719864072,60,1,12,29027,92.887,0.927191652358,2997528,-72.5579161322,-2.17563128471,59
3852.56713867,530,-0.0382330936942,9756.000683784485,,0.0366468729917,61,0,60,29135,90.132,0.507694363594,3046800,-157.488380227,-2.67833924294,26
7255.1251119,541,-0.0399449848531,9835.494010925293,,0.0295476140842,61,1,24,29568,91.312,0.918028220534,3046557,-84.1571962837,-2.19234824181,60
3291.49463908,533,-0.0399830762278,9914.567120313644,,0.0372049233411,62,0,61,29668,91.283,0.885314501822,3095972,-173.32248084,-2.70507955551,54
7027.43571472,528,-0.0409668919941,9993.881026506424,,0.0301710452186,62,1,46,30096,92.605,0.936847567558,3095916,-91.594723367,-2.20136070251,61
3760.7061882,520,-0.0397251603717,10071.122007608414,,0.0363220399401,63,0,62,30188,92.543,0.863174527884,3144866,-145.764925859,-2.73494625092,45
6721.30635579,563,-0.0398903630557,10150.81100988388,,0.0304359293077,63,1,3,30659,90.164,0.915514744818,3145293,-43.751453387,-2.22558021545,62
3790.20426941,525,-0.0393525106677,10230.106016159058,,0.0359461284243,64,0,63,30713,90.133,0.934231668711,3194410,-149.78842008,-2.76841187477,39
7452.97627767,561,-0.0399583731875,10308.646357059479,,0.0309040863843,64,1,30,31220,89.629,0.892031900585,3193943,-48.2507430973,-2.23313212395,63
5094.30411275,507,-0.0407742541186,10387.967004060745,,0.0387923146288,65,0,64,31220,91.563,0.855985283852,3243244,-127.215027201,-2.80680727959,4
8084.48706055,558,-0.0395832824967,10466.385583400726,,0.032321445217,65,1,24,31778,91.937,0.830024302006,3243157,-47.6251336216,-2.24194359779,64
5289.25063578,476,-0.0407868696978,10544.859266996384,,0.0386831041736,66,0,65,31696,95.002,0.787328153849,3291832,-88.4923182259,-2.84594321251,60
6995.88044739,543,-0.0391560139566,10623.815021753311,,0.0321600611787,66,1,54,32321,96.007,0.951979268342,3292095,-40.6384509496,-2.24152159691,65
5474.78931173,524,-0.0381368385861,10701.417407274246,,0.0383054090974,67,0,66,32220,92.338,0.891659483314,3340924,-125.907364166,-2.89314341545,52
7843.6900533,557,-0.0404021094388,10779.641699790955,,0.03052779745,67,1,8,32878,90.611,0.857872888446,3341580,-23.4231676584,-2.24716544151,66
5104.87402344,479,-0.0417036821406,10857.923144578934,,0.0389209065276,68,0,67,32699,95.841,0.915648557246,3390328,-73.806461606,-2.92985486984,49
8166.36371867,540,-0.0404648068458,10937.469017028809,,0.031402505391,68,1,55,33418,97.373,0.751174002886,3391132,-58.3429323702,-2.27252030373,67
5633.46240743,493,-0.0409220196695,11015.647004127502,,0.0382504531493,69,0,68,33192,95.782,0.892674490809,3439194,-100.973992352,-2.95031690598,61
8269.39391073,557,-0.03803715494,11096.29300904274,,0.0311410026237,69,1,40,33975,93.425,0.914133049548,3439973,-39.3527378687,-2.30095767975,68
6262.86557515,532,-0.0370539161959,11175.97507095337,,0.0364362013061,70,0,69,33724,90.738,0.665826380253,3489024,-152.123261733,-2.97265219688,36
8170.8346049,536,-0.0403605829924,11256.119005441666,,0.0304771643132,70,1,25,34511,92.671,0.886914640665,3488534,-45.7311424203,-2.30395364761,69
6325.99918111,483,-0.0415501485501,11335.909460067749,,0.0371467894098,71,0,70,34207,96.38,0.870859801769,3538321,-74.5564903359,-3.00388598442,38
9049.39777629,568,-0.0401052337256,11416.109002828598,,0.0313770995708,71,1,15,35079,94.15,0.692163914442,3538407,7.26830951353,-2.3175868988,70
6045.46544393,508,-0.0398528572987,11494.894642829895,,0.0403304801633,72,0,71,34715,92.237,0.911324299872,3587431,-107.778216816,-3.02537536621,21
7446.07677205,534,-0.040986248292,11574.716004133224,,0.03206095049,72,1,35,35613,93.721,0.920161396265,3587163,-45.5672229704,-2.33022141457,71
6849.45235189,502,-0.0402979052645,11654.302522659302,,0.0401389494073,73,0,72,35217,94.022,0.854686900973,3636197,-63.6238896441,-3.04924035072,15
7449.45988973,577,-0.0395614492202,11689.8405315876,,0.0301795690708,73,1,36,36190,90.831,0.960526768118,3636646,50.6570803463,-2.33770918846,72
6025.36474609,531,-0.039721434771,11725.198165893555,,0.0375436164128,74,0,73,35748,89.418,0.79520636797,3685907,-134.552591072,-3.07853269577,12
7957.69174194,558,-0.03827101843,11760.48101234436,,0.0306951537495,74,1,72,36748,90.028,0.710590600967,3685534,-8.34292057312,-2.34765481949,73
6487.99595133,515,-0.0409516348542,11795.974756240845,,0.0382778767962,75,0,74,36263,92.232,0.823432564735,3734790,-91.2915632381,-3.09287977219,69
9123.25089518,543,-0.0414573316618,11831.380886793137,,0.032599583695,75,1,51,37291,92.865,0.929311454296,3734973,-25.4440996399,-2.36193823814,74
6890.92096456,550,-0.0400728746511,11866.81540775299,,0.0378851798984,76,0,75,36813,89.881,0.753274008632,3783902,-162.583625154,-3.11793494225,26
9603.60366821,596,-0.040780564644,11902.39089179039,,0.0296529618402,76,1,40,37887,85.415,0.895069248974,3784080,48.4333898113,-2.37169766426,75
6793.2539978,524,-0.0411546843437,11937.802065849304,,0.0414673374034,77,0,76,37337,87.713,0.93623829633,3833082,-110.848514312,-3.15057849884,74
9163.22136434,583,-0.0386489660353,11972.938662052155,,0.0318775796331,77,1,46,38470,88.355,0.932416707277,3832684,45.2245897673,-2.38494896889,76
9321.03598022,504,-0.039026051197,12008.806578159332,,0.0421535056084,78,0,77,37841,90.949,0.860277444124,3882279,-60.6838080554,-3.17845201492,0
8535.00441488,570,-0.0404363824249,12044.476703882217,,0.0299456083449,78,1,69,39040,91.784,0.897002793849,3882197,52.8267450367,-2.39212679863,77
8740.25339254,505,-0.0403539388305,12080.283571481705,,0.0390482029567,79,0,78,38346,92.237,0.891930691898,3931220,-53.9363237196,-3.21057009697,42
10084.2040304,580,-0.0411625023116,12115.89748263359,,0.0306613768917,79,1,5,39620,89.911,0.916356615722,3931180,64.9802476461,-2.40745043755,78
9397.4656779,531,-0.0396014215657,12151.689128637314,,0.0371655413571,80,0,79,38877,89.359,0.74953392148,3980705,-113.556142178,-3.22639393806,56
11211.2024434,576,-0.040153286575,12187.353375196457,,0.033725717493,80,1,34,40196,89.425,0.93160507828,3980778,42.8946145377,-2.4100356102,79
8719.34943644,531,-0.0409061429236,12223.809185504913,,0.0377444713376,81,0,80,39408,88.527,0.773784071207,4029410,-107.305524724,-3.26304411888,25
11690.8495483,569,-0.0403944441932,12259.516916751862,,0.0302716880493,81,1,56,40765,87.902,0.943026460707,4029313,15.2595765141,-2.42571425438,80
8974.48469035,523,-0.0409873280441,12295.021941423416,,0.0383555947337,82,0,81,39931,90.596,0.501521974802,4079020,-128.141238893,-3.29249787331,52
10443.9262797,570,-0.0396747195142,12330.91028881073,,0.0324435476602,82,1,21,41335,90.24,0.940361034125,4078826,47.3124605744,-2.45705580711,81
7673.85966492,523,-0.0403592161601,12366.797833442688,,0.0377921640563,83,0,82,40454,88.659,0.890755772591,4127590,-75.8614828408,-3.30037212372,12
9863.67478434,561,-0.0402250086578,12402.723031759262,,0.0294840390561,83,1,62,41896,89.321,0.893925487995,4127623,41.664254286,-2.45988082886,82
8580.65587362,512,-0.041142334172,12438.839185714722,,0.0384193259136,84,0,83,40966,91.353,0.873755782843,4176753,-63.7041726493,-3.33197069168,14
11827.8010864,575,-0.0426557254735,12473.945735931396,,0.0297935527439,84,1,1,42471,89.454,0.87144780159,4177490,43.5330990354,-2.47998523712,83
10200.946757,506,-0.0403034608074,12509.793643951416,,0.0396479252571,85,0,84,41472,91.793,0.842901527882,4226197,-72.6358859145,-3.34612584114,74
13747.1068726,588,-0.0389144782045,12545.939916610718,,0.0307177670766,85,1,77,43059,88.907,0.880678854883,4226411,66.0763870558,-2.49002718925,84
10872.3792521,531,-0.037784337978,12581.547186374664,,0.0410000285289,86,0,85,42003,87.789,0.824112027884,4275263,-97.9694165174,-3.39446592331,5
13245.6025594,600,-0.0397255036611,12617.116019487381,,0.031740693065,86,1,81,43659,85.253,0.887091673911,4275582,98.0539418674,-2.51338505745,85
10549.7497559,551,-0.0410455220748,12652.968426465988,,0.0402965693114,87,0,86,42554,86.006,0.849224954844,4324921,-113.928496274,-3.42985367775,62
10243.8528544,587,-0.0393063021572,12688.495950937271,,0.0284058508696,87,1,64,44246,86.729,0.948797814548,4324857,105.566813386,-2.53436255455,86
9321.45188395,518,-0.0398552690943,12724.025446891785,,0.0397922862321,88,0,87,43072,87.864,0.899857670069,4372684,-58.9758433008,-3.42798185349,9
10790.955719,568,-0.0393832625317,12759.799069404602,,0.0313902166284,88,1,28,44814,88.751,0.887405142188,4373260,57.8010101351,-2.5472176075,87
10744.5213318,498,-0.0402972685988,12795.397495269775,,0.0418324686276,89,0,88,43570,92.709,0.838066235185,4422817,-35.3221176648,-3.44580507278,39
