EpLenMean,TimestepsSoFar,loss_vf_loss,loss_pol_entpen,TimeElapsed,loss_kl,EpThisIter,loss_pol_surr,EpRewMean,AgentID,selected_iter1,iteration,ev_tdlam_before,selected_iter0,loss_ent,EpisodesSoFar
181.938,1767957,7166.18874105,,2472.7997059822083,0.00961206026841,265,-0.0295044660452,-1073.70579455,0,22,35,3.28421592712e-05,34,7.74231147766,10557
182.125,1768159,7368.34554036,,2507.775799512863,0.00974270402609,276,-0.0288254260862,-1069.70780923,1,34,35,-0.00098705291748,18,7.70425367355,10577
184.399,1817148,7296.15144857,,2542.864824771881,0.00969942350639,259,-0.0291252734799,-1075.63210558,0,26,36,3.28421592712e-05,35,7.65975999832,10816
184.472,1816099,6632.10780843,,2577.9991092681885,0.00995975531017,266,-0.0285301143304,-1061.94914477,1,35,36,-0.000158190727234,24,7.63259840012,10843
180.43,1866097,6770.96684774,,2613.1248228549957,0.0100011551791,277,-0.0299445619263,-1031.619375,0,5,37,-4.47034835815e-05,36,7.58877515793,11093
186.658,1866667,7019.89243571,,2648.2331240177155,0.00936906579106,254,-0.0284468855049,-1057.86080602,1,36,37,-0.000164389610291,15,7.56433153152,11097
185.851,1915570,7043.6023763,,2683.178137779236,0.00975429189081,266,-0.030250627402,-1060.89369163,0,16,38,-8.94069671631e-06,37,7.51000213623,11359
187.215,1914891,6486.55067952,,2718.011874437332,0.0101614538386,260,-0.0296141807727,-1064.20921839,1,37,38,0.000444173812866,29,7.48571825027,11357
188.187,1964674,6192.29909261,,2753.06188082695,0.0106866769687,272,-0.0304660335435,-1066.78982574,0,31,39,-0.000800490379333,38,7.40807914734,11631
184.817,1964900,5978.45210775,,2788.023729324341,0.0098139619804,269,-0.0294211020131,-1037.48473398,1,38,39,7.02142715454e-05,19,7.40500402451,11626
182.905,2013677,6878.45751953,,2822.8651311397552,0.0102669773623,275,-0.0307073588871,-1030.0875543,0,9,40,-6.05583190918e-05,39,7.34753608704,11906
183.802,2014010,6200.89508057,,2858.0811178684235,0.00980962457834,264,-0.0300479568347,-1032.68684021,1,39,40,-0.000175714492798,7,7.34155893326,11890
184.085,2063009,7019.87036133,,2893.2830035686493,0.0102422327618,265,-0.0305668751244,-1050.41560744,0,22,41,4.34517860413e-05,40,7.28140544891,12171
187.083,2063333,6760.20544434,,2928.7096695899963,0.0101814621594,255,-0.0310423750198,-1077.44949962,1,40,41,-8.72611999512e-05,15,7.26537895203,12145
187.748,2112082,6490.61467489,,2963.7123408317566,0.0101619074509,264,-0.0303616561287,-1077.62804322,0,41,42,-0.000152230262756,41,7.2026386261,12435
189.226,2111445,5871.33907064,,2998.9330866336823,0.0101596917375,255,-0.0298895355275,-1074.37931722,1,41,42,-0.000748753547668,9,7.20467853546,12400
188.302,2160907,6443.05661011,,3034.183116197586,0.0102838577198,267,-0.0316021656521,-1064.37493375,0,19,43,-2.89678573608e-05,42,7.13208723068,12702
188.792,2161113,5952.53972371,,3069.259031057358,0.010763624489,251,-0.0307946133932,-1055.64218106,1,42,43,-0.000704169273376,16,7.10787773132,12651
186.275,2210589,5600.40981038,,3104.3581387996674,0.0107154582123,274,-0.0317628790411,-1027.29852644,0,7,44,6.86645507812e-05,43,7.0435795784,12976
188.702,2210338,6122.08751424,,3139.4799292087555,0.0104008176907,254,-0.0301494698118,-1035.02453916,1,43,44,0.000434696674347,36,7.03344774246,12905
189.379,2259203,5700.36997477,,3174.3906042575836,0.0107005609122,261,-0.0316032062013,-1030.94784643,0,32,45,0.0001500248909,44,6.96560430527,13237
189.472,2259497,5718.80311584,,3210.7689003944397,0.010507804458,254,-0.0324471882195,-1028.06280354,1,44,45,0.000203192234039,12,6.97046756744,13159
192.064,2308644,6137.91990153,,3245.8108248710632,0.0101870294505,255,-0.0316174005081,-1053.2238172,0,17,46,0.000208497047424,45,6.88964748383,13492
191.194,2308665,5415.83671061,,3280.782019138336,0.0107232147517,251,-0.0312798309218,-1044.28883713,1,45,46,-0.00579226016998,21,6.91366291046,13410
192.262,2358128,5638.68540446,,3315.5881345272064,0.010379949507,262,-0.0307420525157,-1043.35430624,0,41,47,2.38418579102e-07,46,6.84130764008,13754
193.392,2357995,5806.53307088,,3350.531864643097,0.0105904146718,255,-0.0315742970949,-1041.13228179,1,46,47,-0.000194549560547,46,6.84872627258,13665
193.008,2406970,5779.82987467,,3385.7918248176575,0.0106417138207,246,-0.0319436871408,-1033.86230884,0,36,48,-0.00238835811615,47,6.77784109116,14000
190.495,2406818,5209.28518168,,3420.737823486328,0.0106821365577,265,-0.0304426294945,-1022.26623475,1,47,48,0.000194072723389,19,6.79454708099,13930
191.542,2456325,5592.94794718,,3455.9112067222595,0.0105376262606,258,-0.0307474972118,-1026.47223378,0,47,49,-0.000625014305115,48,6.70273160934,14258
191.204,2455926,5227.79552714,,3490.5992527008057,0.011395382171,253,-0.0311430699464,-1014.46065943,1,48,49,-0.000123977661133,40,6.71078824997,14183
193.863,2505274,5763.8838501,,3525.478380918503,0.0111649728885,240,-0.0321002026903,-1031.53388936,0,12,50,5.2809715271e-05,49,6.62289714813,14498
197.725,2505365,4787.91072591,,3560.675867319107,0.0109071332457,246,-0.0315691247621,-1038.63079807,1,49,50,-0.0019611120224,45,6.64285850525,14429
195.119,2554122,5155.12935384,,3595.7604789733887,0.0110735355799,266,-0.0316934679092,-1022.62925732,0,17,51,0.000102579593658,50,6.54381418228,14764
193.704,2554714,5090.17455037,,3630.857360124588,0.0118618422615,264,-0.0330450569454,-1011.72932995,1,50,51,-0.002565741539,40,6.56192445755,14693
189.64,2602673,4894.9583842,,3666.0422027111053,0.0111428391344,257,-0.0327945237805,-983.531742581,0,16,52,-0.00137042999268,51,6.47219848633,15021
188.016,2603654,4814.19630432,,3701.0663018226624,0.0119407491681,259,-0.0324923208585,-979.896520609,1,51,52,-2.74181365967e-06,40,6.49124670029,14952
191.069,2653181,4804.27313232,,3735.872060060501,0.0117684009601,251,-0.0327512071769,-987.497724137,0,51,53,-5.82933425903e-05,52,6.39054107666,15272
193.428,2652552,4621.92589823,,3770.906240940094,0.0116379422834,253,-0.0317099432286,-995.272084536,1,52,53,-0.000702381134033,9,6.4338092804,15205
195.153,2701856,5258.22269185,,3805.8440551757812,0.0114350231015,246,-0.0333748977864,-1005.60537187,0,11,54,-5.23328781128e-05,53,6.31948947906,15518
197.171,2701025,4820.93453979,,3840.8522288799286,0.011646835114,247,-0.0324769864092,-1009.99402412,1,53,54,0.000102877616882,49,6.37037086487,15452
198.415,2750625,5174.93889872,,3875.8347029685974,0.0113733612428,241,-0.0341404741581,-1027.67018065,0,44,55,3.09944152832e-06,54,6.254758358,15759
199.115,2750996,4941.84670512,,3910.726651906967,0.0112335847613,249,-0.0323928334983,-1035.41452799,1,54,55,-2.74181365967e-05,49,6.31018877029,15701
197.449,2800211,4614.34622701,,3945.6383640766144,0.0118194277748,259,-0.0326473814396,-1019.35735255,0,37,56,0.000137567520142,55,6.17910909653,16018
197.102,2799905,4313.0466156,,3980.5433797836304,0.0124482336493,252,-0.0337627206269,-1013.71362092,1,55,56,-5.20944595337e-05,4,6.2299489975,15953
195.874,2848716,4594.11325073,,4015.3448235988617,0.0121371540008,245,-0.0315675286887,-992.741854507,0,30,57,-0.000385284423828,56,6.10343265533,16263
195.065,2848755,4372.67145284,,4050.4478826522827,0.0118836142356,248,-0.0326764169537,-978.28182561,1,56,57,-7.97510147095e-05,33,6.15954637527,16201
196.35,2898228,4016.21617126,,4085.5481309890747,0.0117441077018,252,-0.0323933628097,-969.81475635,0,53,58,1.96099281311e-05,57,6.0249915123,16515
197.796,2898746,4092.61950684,,4120.653212070465,0.0118877705342,249,-0.0321113740987,-965.307918887,1,57,58,0.000161230564117,35,6.10135793686,16450
203.668,2947907,3899.81803385,,4155.556918859482,0.012303480277,224,-0.0337579931365,-980.335504044,0,53,59,-0.000250339508057,58,5.9662194252,16739
203.757,2947674,4164.0739797,,4190.606333494186,0.0129627153122,247,-0.0325826268139,-978.963583607,1,58,59,-6.50882720947e-05,42,6.02657318115,16697
207.886,2997002,4396.24432373,,4226.061429023743,0.0125372737724,237,-0.032822928081,-995.759568167,0,1,60,-3.42130661011e-05,59,5.89587116241,16976
200.426,2996780,4000.08196004,,4261.179824829102,0.0123444414542,270,-0.0331411147781,-964.711630314,1,59,60,0.00011283159256,12,5.96736907959,16967
196.119,3044978,4136.65355428,,4296.184252738953,0.0122024302837,241,-0.0334859198435,-946.944180294,0,27,61,-3.99351119995e-05,60,5.82750606537,17217
198.072,3045902,4349.19292704,,4331.197981595993,0.0128430078039,237,-0.0322937354407,-955.996767997,1,60,61,-3.07559967041e-05,25,5.91146564484,17204
199.941,3095170,3826.58747864,,4366.12283706665,0.012125618426,237,-0.0325426003183,-959.871611038,0,55,62,0.000346839427948,61,5.76965427399,17454
205.021,3094936,4378.50359599,,4401.434201717377,0.0126287502935,241,-0.0338491988562,-981.840142801,1,61,62,0.000715017318726,46,5.82796955109,17445
211.32,3143557,3943.67513529,,4436.343609333038,0.0127072817219,217,-0.0349013514933,-1006.89298401,0,46,63,-5.93662261963e-05,62,5.70934247971,17671
210.449,3143793,4200.68993123,,4471.758126497269,0.013192053147,244,-0.0326260107395,-1000.99901123,1,62,63,-6.27040863037e-05,3,5.75875711441,17689
212.215,3192304,4103.69452922,,4507.010961771011,0.0124249576086,219,-0.03228014466,-1010.11813865,0,40,64,0.000214874744415,63,5.65340948105,17890
210.504,3193033,3902.30789693,,4542.029825210571,0.0131830696288,246,-0.0331622804321,-1000.56270173,1,63,64,1.54972076416e-05,31,5.69983196259,17935
205.07,3242456,3650.9737498,,4577.000732183456,0.0126513008533,252,-0.0336373687023,-976.446287429,0,4,65,0.000169992446899,64,5.5708360672,18142
211.339,3242084,3905.88334147,,4612.1144478321075,0.0133548890008,218,-0.0344583218005,-993.12070904,1,64,65,-0.000595569610596,25,5.62699604034,18153
211.092,3291892,3744.25405884,,4647.0528383255005,0.0125472059978,224,-0.0348825418914,-989.351035844,0,60,66,-3.14712524414e-05,65,5.50560617447,18366
207.368,3291188,4125.76198832,,4682.4263706207275,0.0129503427694,266,-0.0336223256454,-985.267046605,1,65,66,4.04715538025e-05,54,5.56678295135,18419
212.74,3339835,3827.59495544,,4717.924586772919,0.0129466743286,212,-0.0336762526325,-1004.6037358,0,52,67,-1.80006027222e-05,66,5.44615840912,18578
209.313,3341050,4223.46447245,,4753.282952547073,0.0139868299011,242,-0.035022300736,-1001.74879692,1,66,67,-1.35898590088e-05,8,5.50509166718,18661
209.421,3390204,3869.97947184,,4788.553905487061,0.0130954734244,229,-0.0323112126983,-1004.18802398,0,50,68,-8.5711479187e-05,67,5.38306808472,18807
212.168,3389654,3600.76960754,,4824.423574924469,0.0134232162187,229,-0.0322873069769,-982.5651923,1,67,68,-8.4400177002e-05,56,5.44668912888,18890
209.167,3438356,3953.11978149,,4860.389197587967,0.0132772617702,242,-0.033648270842,-978.980351876,0,62,69,-1.27553939819e-05,68,5.30964899063,19049
205.888,3438510,3584.33670044,,4895.051764011383,0.0127159631811,245,-0.0330881589519,-948.320344817,1,68,69,-0.000158667564392,42,5.38219308853,19135
207.664,3488177,3778.63484701,,4930.109270095825,0.0136479279026,227,-0.0335645851446,-949.366175792,0,37,70,-6.75916671753e-05,69,5.24400663376,19276
209.293,3488744,3929.64592997,,4965.027108430862,0.0134914965408,231,-0.0324310150366,-967.23519627,1,69,70,0.000160217285156,26,5.33719301224,19366
212.992,3537162,3749.02749125,,4999.92956161499,0.0133646314886,219,-0.0329717658169,-977.644598955,0,39,71,0.000191628932953,70,5.16919898987,19495
213.759,3537166,3882.30507406,,5034.917043209076,0.0135645480477,242,-0.0326563153552,-976.888867655,1,70,71,1.09076499939e-05,16,5.2634267807,19608
214.104,3585917,3823.50742086,,5070.085189819336,0.0132143793356,221,-0.0331639715005,-964.873049364,0,22,72,-5.44786453247e-05,71,5.1042599678,19716
213.717,3586573,3151.21239217,,5104.927217960358,0.013941064671,243,-0.0309085573147,-947.397832341,1,71,72,0.00025600194931,37,5.19861984253,19851
214.457,3634776,3417.86582438,,5139.946485519409,0.013991478753,222,-0.0344179981767,-941.784329,0,16,73,8.00490379333e-05,72,5.05553865433,19938
213.598,3635692,3284.85472616,,5174.9503865242,0.0148259809163,224,-0.0344624118879,-936.250404468,1,72,73,0.156460285187,37,5.13658761978,20075
216.721,3684784,3571.36908468,,5210.154050350189,0.0137574340915,222,-0.0336981961833,-943.315338474,0,13,74,0.000108957290649,73,4.99812936783,20160
217.536,3684570,3343.51505025,,5245.250629425049,0.0153090299961,232,-0.0358885417712,-953.735553077,1,73,74,0.345874726772,73,5.06788063049,20307
217.254,3733960,3124.46736145,,5280.43056678772,0.0135241475267,226,-0.0339820028263,-946.251414078,0,69,75,-2.21729278564e-05,74,4.94042634964,20386
215.915,3734319,3126.41929626,,5315.586523294449,0.0146352278146,236,-0.0345675189456,-927.295216997,1,74,75,0.503853946924,53,5.00744915009,20543
213.292,3783075,3512.25985209,,5350.808872699738,0.0136079231937,230,-0.0334651055067,-929.794392263,0,28,76,-1.45435333252e-05,75,4.8909535408,20616
215.483,3783196,3441.37859599,,5385.9014456272125,0.0145731766825,225,-0.0359267493332,-932.627510275,1,75,76,0.639809310436,41,4.94510602951,20768
216.416,3832468,3613.61740112,,5421.080291032791,0.0134939015649,215,-0.0327956003312,-936.482918436,0,75,77,4.13656234741e-05,76,4.83533716202,20831
220.999,3830695,3146.17085775,,5456.265671014786,0.015181822353,217,-0.0361193655796,-957.685102811,1,76,77,0.433844149113,48,4.87829494476,20985
222.044,3881193,3469.98973592,,5491.40984416008,0.0148987697903,211,-0.0359228210533,-968.198228875,0,0,78,-0.000385165214539,77,4.77808856964,21042
223.038,3881147,2919.76891073,,5526.528861761093,0.0154466773577,231,-0.0352141259452,-961.525422633,1,77,78,0.368052840233,69,4.82988166809,21216
223.593,3930194,3172.37520854,,5561.684944629669,0.0146817487548,219,-0.0358733003571,-962.818169476,0,43,79,-0.000401854515076,78,4.70881128311,21261
219.416,3930805,2935.9292806,,5596.956502199173,0.0150785261261,240,-0.036438951424,-937.795514837,1,78,79,0.673418551683,5,4.77601337433,21456
219.633,3980237,3129.0879008,,5632.1593425273895,0.0146677298471,213,-0.0339236083285,-925.616043252,0,57,80,-2.80141830444e-05,79,4.66167259216,21474
219.445,3979882,3086.66362508,,5667.152508735657,0.0153203908509,226,-0.0357962005267,-924.739888075,1,79,80,0.58097460866,35,4.71558856964,21682
224.396,4027999,3641.56990306,,5702.4681622982025,0.0149873701739,191,-0.0340866576007,-947.950147116,0,27,81,1.36494636536e-05,80,4.61507177353,21665
226.43,4028232,2885.01703898,,5737.730845451355,0.0157420149771,219,-0.0370628022938,-959.514758235,1,80,81,0.62504273653,58,4.66869783401,21901
232.004,4077633,3243.10975647,,5773.234970569611,0.0145291214188,202,-0.0341672714858,-972.683267756,0,54,82,-8.225440979e-06,81,4.556016922,21867
228.555,4077564,2886.63479614,,5808.333940505981,0.0153203630277,226,-0.0373311390188,-953.696733294,1,81,82,0.730895489454,22,4.6271147728,22127
229.784,4127115,3523.35881042,,5843.668126106262,0.0144976195297,223,-0.033664082274,-959.918221742,0,13,83,-3.48091125488e-05,82,4.5116071701,22090
227.559,4127660,3063.3451945,,5879.048907518387,0.0158136312772,219,-0.0367200034671,-938.540099379,1,82,83,0.500091612339,63,4.59764528275,22346
228.124,4175219,3418.93343862,,5914.276041507721,0.0148404396217,215,-0.0327508296032,-942.621801093,0,15,84,-0.00158226490021,83,4.46655607224,22305
223.527,4176741,3354.34791565,,5949.579271316528,0.0159243475452,218,-0.0376011365151,-920.538896107,1,83,84,0.603884279728,1,4.53252410889,22564
225.092,4224985,3327.08044434,,5985.16291308403,0.014384916188,215,-0.0357171544553,-929.772071336,0,74,85,-0.000189065933228,84,4.42206430435,22520
225.724,4224976,3038.47161865,,6020.50433754921,0.0157475133504,215,-0.0372632862321,-933.724310458,1,84,85,0.612956464291,77,4.49065494537,22779
224.5,4274605,3388.61744181,,6055.917121171951,0.0150244905963,230,-0.0317799732923,-926.209910777,0,6,86,-3.21865081787e-06,85,4.34948778152,22750
230.336,4274648,2913.13408661,,6091.184787034988,0.0161299012446,210,-0.0373775695334,-938.14810982,1,85,86,0.682214975357,82,4.43358230591,22989
231.314,4324014,3372.0677592,,6126.521490097046,0.015115576447,196,-0.0328029536079,-936.475972181,0,64,87,3.43918800354e-05,86,4.29711818695,22946
229.68,4324001,2823.88409678,,6161.933513879776,0.0162530984768,213,-0.0380908673493,-912.651115903,1,86,87,0.561924159527,66,4.37841749191,23202
233.027,4372584,3194.98056539,,6197.433238744736,0.0150595933471,211,-0.0324515660856,-922.709045611,0,10,88,-6.00814819336e-05,87,4.25885438919,23157
