EpLenMean,TimestepsSoFar,loss_vf_loss,loss_pol_entpen,TimeElapsed,loss_kl,EpThisIter,loss_pol_surr,EpRewMean,AgentID,selected_iter1,iteration,ev_tdlam_before,selected_iter0,loss_ent,EpisodesSoFar
178.883,12875962,16353.6807048,,18820.534893274307,0.0237760380842,270,-0.0388586861566,113.93352997,1,260,261,0.912410102785,163,-0.405214309692,64939
179.759,12925521,16318.8678385,,18857.579000234604,0.0242744170828,258,-0.0401873551503,125.634204019,0,178,262,0.867566272616,261,-0.433601528406,62239
183.32,12925352,17536.1540527,,18894.60103559494,0.0232027695359,281,-0.0391370794144,106.590618966,1,261,262,0.810400545597,256,-0.421219021082,65220
183.059,12974928,14859.0173543,,18931.487708330154,0.024520229781,256,-0.0406322665173,128.574689859,0,117,263,0.839004009962,262,-0.455704152584,62495
185.8,12974834,17208.6952311,,18968.65999507904,0.0240353491778,264,-0.0404291511125,76.442937615,1,262,263,0.883824072778,113,-0.428237974644,65484
188.082,13024565,15668.4773153,,19005.668892860413,0.0242193859691,263,-0.0402942951769,75.4748727733,0,125,264,0.854502767324,263,-0.475206464529,62758
184.561,13023960,17901.155721,,19043.013888835907,0.0229520200519,291,-0.0399828173783,114.407623084,1,263,264,0.852544814348,244,-0.439188122749,65775
181.056,13073122,15290.7246704,,19080.09264588356,0.0252672113323,267,-0.0395737371146,154.444376663,0,67,265,0.80773319304,264,-0.495581030846,63025
181.883,13073253,17841.1087036,,19117.29505443573,0.0230816755987,258,-0.0406261328802,192.35995912,1,264,265,0.888689741492,153,-0.460121572018,66033
181.222,13122514,16347.0543009,,19154.529703378677,0.0245069348409,276,-0.0398234539583,236.974462698,0,87,266,0.804240196943,265,-0.522699594498,63301
180.791,13122233,17531.1786702,,19191.522594690323,0.0235650650769,285,-0.0405702889063,233.300744383,1,265,266,0.868374109268,210,-0.47425031662,66318
179.006,13171645,15795.1270345,,19228.462867975235,0.0246355866548,277,-0.0396562501749,193.156775651,0,243,267,0.833005666733,266,-0.528776705265,63578
176.563,13171741,16023.3966675,,19265.342005252838,0.0250231499085,275,-0.0410399123211,184.553552417,1,266,267,0.869196772575,242,-0.487846285105,66593
179.422,13220198,17302.0409546,,19302.428096294403,0.0238136071712,261,-0.0398921731394,153.881068522,0,251,268,0.881297335029,267,-0.555402934551,63839
178.375,13220652,17670.2441406,,19339.379318714142,0.0238867690399,278,-0.0378526524291,152.000871936,1,267,268,0.864313215017,265,-0.503784179688,66871
183.755,13268852,16678.9451904,,19376.41839504242,0.0243776223312,252,-0.0406517574738,123.563164425,0,45,269,0.82573877275,268,-0.578160524368,64091
181.951,13269663,17902.5965983,,19413.61482477188,0.0228029448772,275,-0.0405427238923,121.398811338,1,268,269,0.926187433302,63,-0.503324985504,67146
183.648,13318760,17370.4611003,,19450.811853408813,0.0241168387389,269,-0.0403352000479,123.576019635,0,130,270,0.882705830038,269,-0.592207252979,64360
183.6,13318751,17617.9632161,,19487.902098417282,0.0234226114505,276,-0.0386774024567,148.208325349,1,269,270,0.896887153387,97,-0.527085840702,67422
183.257,13368138,17320.4246012,,19525.066821336746,0.0244265845589,270,-0.0404670070469,147.620442804,0,95,271,0.8991676718,270,-0.601754844189,64630
178.661,13367625,18223.1281535,,19562.086183309555,0.0234062160598,282,-0.039261444627,151.673581256,1,270,271,0.827933967113,254,-0.523363053799,67704
178.317,13416862,16134.3393351,,19599.379306793213,0.0241552062022,268,-0.0402778289572,169.809865426,0,216,272,0.876661427319,271,-0.607728242874,64898
180.614,13416334,16362.6420288,,19636.461906433105,0.0238110184437,261,-0.0396906502622,125.873353669,1,271,272,0.935727000237,106,-0.547127902508,67965
181.733,13466621,18447.8685913,,19673.558272123337,0.0241972233246,273,-0.039931333032,113.804843951,0,263,273,0.862397655845,272,-0.622543632984,65171
185.621,13466362,16173.641215,,19710.57757949829,0.0247226460294,257,-0.0398921023395,144.783620546,1,272,273,0.856016650796,149,-0.571848630905,68222
184.968,13515894,17973.3037313,,19747.813112974167,0.0245296622549,275,-0.0392941442163,141.569517254,0,233,274,0.82298104465,273,-0.652674734592,65446
183.234,13513758,16695.018514,,19784.87064266205,0.024143653689,264,-0.0398984257408,167.212079362,1,273,274,0.74969792366,271,-0.588514626026,68486
180.817,13564717,16785.7340088,,19821.73082470894,0.0241948135663,274,-0.0400004132146,228.310362907,0,152,275,0.896791040897,274,-0.674101352692,65720
181.877,13564335,17859.324646,,19859.06756711006,0.0243904200615,263,-0.040142989504,193.803953309,1,274,275,0.845340505242,247,-0.601388394833,68749
181.976,13613478,16393.3757935,,19896.091474056244,0.0251544050019,276,-0.039852628659,191.53360948,0,158,276,0.888026125729,275,-0.682957112789,65996
184.221,13613484,18238.2297974,,19933.351902246475,0.0238641127168,264,-0.0383411990091,194.126346001,1,275,276,0.884196735919,232,-0.60608035326,69013
180.279,13663103,17921.0049032,,19970.44546365738,0.0241189678588,278,-0.0400146157093,202.128703172,0,261,277,0.862314671278,276,-0.709248900414,66274
177.02,13663398,19123.1738078,,20007.562870025635,0.0234058638259,298,-0.0403622095522,223.093556457,1,276,277,0.891254968941,45,-0.615243732929,69311
176.268,13711705,17781.1729736,,20044.595647096634,0.024286899056,270,-0.0393665724938,252.381076349,0,61,278,0.895640105009,277,-0.731383979321,66544
175.628,13712267,18545.3637288,,20081.818403720856,0.0238485925753,275,-0.0404065560821,277.969824654,1,277,278,0.80610576272,64,-0.622278988361,69586
178.321,13760477,17616.675944,,20118.91499733925,0.0244427123495,268,-0.0397696879615,267.055946951,0,107,279,0.851963669062,278,-0.746154904366,66812
179.379,13760332,19560.9945475,,20155.9202439785,0.0242667995626,261,-0.038615099329,223.924788416,1,278,279,0.884280599654,180,-0.627502858639,69847
184.173,13810936,17675.6960856,,20192.897825717926,0.0264613925635,266,-0.0390369788511,192.253992736,0,279,280,0.860452741385,279,-0.778411567211,67078
186.351,13810042,18890.0487874,,20230.145076990128,0.0234786850633,265,-0.039715647484,126.255412169,1,279,280,0.866413414478,247,-0.638874828815,70112
181.05,13859557,19630.2179362,,20267.20295715332,0.0248260832935,288,-0.0402697614724,131.308830493,0,206,281,0.869823992252,280,-0.785434782505,67366
178.137,13859842,19831.4758708,,20304.33791923523,0.023519181918,291,-0.0397882332424,126.760717962,1,280,281,0.825789526105,12,-0.653519034386,70403
174.483,13909076,19645.1826579,,20341.378480911255,0.0235407541816,276,-0.0399922098489,134.92016899,0,262,282,0.862706407905,281,-0.797958254814,67642
169.644,13908373,19715.5149943,,20378.66808128357,0.024753217469,295,-0.0402489782815,182.707052568,1,281,282,0.85531014204,252,-0.668329596519,70698
172.087,13958564,17741.8649699,,20415.7442381382,0.0244795040926,288,-0.0397262410843,165.460281816,0,153,283,0.867525577545,282,-0.821162641048,67930
169.91,13957626,19361.6873169,,20452.96765255928,0.0240565699836,282,-0.0397636693378,232.303749291,1,282,283,0.869220495224,215,-0.68484389782,70980
173.214,14006885,18640.7781169,,20490.137516498566,0.0246433706877,276,-0.0401944344922,242.418236219,0,100,284,0.829871088266,283,-0.838302850723,68206
174.464,14007057,19288.1599121,,20527.337389945984,0.0225688151161,284,-0.0390996480322,218.260257867,1,283,284,0.887240879238,156,-0.686796724796,71264
177.14,14055262,19899.0163167,,20565.611434459686,0.0227483930066,267,-0.0392770564601,163.852795203,0,48,285,0.861195787787,284,-0.846985757351,68473
173.525,14056317,18660.4749146,,20602.970620155334,0.0254019110774,292,-0.037528122135,203.884035891,1,284,285,0.838430777192,34,-0.691563308239,71556
176.443,14105342,19972.9067993,,20640.042518615723,0.0248738942901,278,-0.0400915158486,166.619754635,0,149,286,0.809449627995,285,-0.864132404327,68751
174.567,14105291,20578.5437622,,20677.63840866089,0.0233329935387,284,-0.0390366197583,191.31428407,1,285,286,0.869300708175,128,-0.701936125755,71840
175.931,14154556,18800.6322632,,20715.093520879745,0.0254447949895,282,-0.0391069342731,244.098217659,0,248,287,0.866087660193,286,-0.88866007328,69033
174.321,14154840,20063.2041626,,20752.557719945908,0.024823199686,290,-0.039099410186,241.895789683,1,286,287,0.884365215898,266,-0.716445565224,72130
173.551,14203436,21000.8193359,,20790.085906505585,0.0238706477685,280,-0.0383497909352,177.729302875,0,272,288,0.869224444032,287,-0.914448022842,69313
170.41,14203474,22956.2758382,,20827.599239826202,0.0248881970765,297,-0.0395903286214,175.433689824,1,287,288,0.898160174489,133,-0.737624764442,72427
172.8,14252708,19756.4384562,,20864.96774673462,0.0246710510692,266,-0.0394620888498,149.468693324,0,258,289,0.762876525521,288,-0.92401021719,69579
172.43,14252489,21674.6190999,,20902.6185131073,0.0239204312287,295,-0.0390928490572,173.337583651,1,288,289,0.87324257195,157,-0.757216155529,72722
174.818,14302393,21397.6450195,,20940.075448989868,0.0245706726952,280,-0.040503015276,174.57634208,0,247,290,0.86084318161,289,-0.938311994076,69859
174.375,14302069,18837.0625203,,20977.926874399185,0.0246852257987,283,-0.0395307899307,255.016953623,1,289,290,0.897826239467,205,-0.775558769703,73005
175.723,14351459,19110.424235,,21016.022310972214,0.0253779216049,273,-0.0386628272439,260.269089182,0,247,291,0.782831653953,290,-0.952495634556,70132
174.151,14351026,20557.2904256,,21053.458824634552,0.0237485532416,291,-0.0396267218845,259.5167885,1,290,291,0.840089336038,257,-0.777522027493,73296
174.404,14399499,20375.8630778,,21090.73100376129,0.0252112921638,275,-0.0371604602551,278.354190573,0,199,292,0.871128946543,291,-0.972240567207,70407
173.659,14400145,20532.9753825,,21128.283629894257,0.0229534546379,280,-0.0383859532061,203.495206031,1,291,292,0.871803969145,286,-0.785477697849,73576
176.363,14449391,18879.4829508,,21165.90271615982,0.0243708888302,270,-0.0394222009248,232.339139862,0,121,293,0.919840194285,292,-0.994708120823,70677
175.863,14449253,21560.1852824,,21203.396656513214,0.0233358766806,289,-0.0396814785054,246.201058747,1,292,293,0.859630912542,94,-0.799667060375,73865
177.864,14499002,20845.8201904,,21241.018350362778,0.025054970989,271,-0.0391440102831,231.620090193,0,126,294,0.835821911693,293,-1.01762056351,70948
173.645,14499054,21391.9328206,,21278.417080640793,0.0228469350453,300,-0.0391405334036,236.83268307,1,293,294,0.874733507633,57,-0.808380186558,74165
174.78,14547490,19232.5525513,,21316.062084197998,0.024956078385,270,-0.0400297049588,236.227627851,0,279,295,0.825049087405,294,-1.03196573257,71218
173.114,14547380,20201.3719076,,21353.66730570793,0.0229607295478,284,-0.0392852011137,228.585626799,1,294,295,0.868719860911,200,-0.811878979206,74449
176.808,14597128,18113.6702881,,21391.08287191391,0.0251893251358,269,-0.0395655028988,306.802371684,0,185,296,0.891588516533,295,-1.05276191235,71487
173.131,14597150,22862.9431763,,21428.416531801224,0.0237867823647,306,-0.0393529847691,347.731513173,1,295,296,0.857133001089,249,-0.819152712822,74755
172.88,14646178,20675.8730876,,21465.72147154808,0.0232017027447,279,-0.0396604633618,388.862971703,0,183,297,0.901403993368,296,-1.06895887852,71766
170.668,14645898,22567.1012777,,21503.083247184753,0.024024454838,290,-0.037072227904,302.735094111,1,296,297,0.874667778611,154,-0.815429627895,75045
171.294,14694914,20528.2445679,,21540.796089410782,0.024119626265,271,-0.0390826754738,224.802854203,0,205,298,0.862613812089,297,-1.08763515949,72037
174.248,14695526,22594.5878092,,21578.16696858406,0.0231558957215,293,-0.0401549984429,168.125215762,1,297,298,0.867555394769,133,-0.818287670612,75338
176.438,14744290,20655.8415324,,21616.01505923271,0.024785761217,269,-0.0385256974065,143.685713218,0,289,299,0.805201485753,298,-1.09852445126,72306
175.942,14744539,21194.5049032,,21653.682171583176,0.0239760129092,282,-0.0383050757616,225.460272519,1,298,299,0.869363799691,139,-0.839752495289,75620
177.907,14793877,22181.6228841,,21690.971053361893,0.0253577720529,278,-0.0402872043196,265.715884134,0,189,300,0.834553480148,299,-1.12034380436,72584
176.778,14793774,21032.6652832,,21728.348261594772,0.0229802677253,283,-0.0400880459541,298.679988656,1,299,300,0.837360918522,88,-0.849788069725,75903
175.59,14842429,20434.6041463,,21765.867530822754,0.0242406699884,279,-0.0386996642483,287.532421375,0,152,301,0.862362354994,300,-1.14773476124,72863
171.839,14842798,23768.6855062,,21803.449181079865,0.0227045683811,298,-0.0391450381333,251.978391133,1,300,301,0.846331253648,276,-0.85731947422,76201
171.224,14891974,21873.4076538,,21840.711433649063,0.0252945934189,282,-0.0371193997174,249.995364508,0,168,302,0.849046289921,301,-1.16552650928,73145
171.564,14891722,23199.5526937,,21878.382236242294,0.0238781058773,284,-0.0391207720192,259.0,1,301,302,0.890571415424,200,-0.866028130054,76485
176.155,14941158,20180.2682495,,21915.775252103806,0.0265200192031,276,-0.0405281857335,211.0,0,301,303,0.894578233361,302,-1.19029796124,73421
175.602,14940593,22052.2541911,,21953.396199464798,0.0226706141063,274,-0.0390795347388,205.0,1,302,303,0.820104554296,268,-0.883670270443,76759
175.349,14990296,20363.8869629,,21990.693294525146,0.0247260133813,289,-0.0387042908308,223.0,0,264,304,0.868386149406,303,-1.20227062702,73710
173.623,14990029,23945.1475423,,22027.938967466354,0.024082339718,296,-0.0386955914243,165.0,1,303,304,0.914029754698,93,-0.911148905754,77055
171.603,15038723,22044.1044312,,22065.331451416016,0.024803502718,269,-0.0386135990072,196.0,0,34,305,0.895769827068,304,-1.20591235161,73979
176.24,15039062,22521.0154622,,22102.810432195663,0.0230630110406,266,-0.0397047700923,141.0,1,304,305,0.787272900343,292,-0.924790263176,77321
177.105,15087530,19782.6422729,,22140.29713535309,0.0250231438549,275,-0.0390953508128,188.0,0,158,306,0.900342784822,305,-1.21124255657,74254
176.397,15087951,21524.0397339,,22177.965622901917,0.0233688065006,291,-0.0394316927025,236.0,1,305,306,0.856064066291,256,-0.932632684708,77612
175.502,15137336,21504.7879639,,22215.276585817337,0.0245115824897,286,-0.0389182990184,303.0,0,152,307,0.826747432351,306,-1.22143304348,74540
171.998,15136426,20625.3718669,,22253.24046421051,0.0251845299887,280,-0.0385771006792,285.0,1,306,307,0.858790695667,137,-0.946457147598,77892
173.96,15187446,21628.9565226,,22290.70209813118,0.0240757284531,287,-0.0396740018526,242.0,0,226,308,0.863755658269,307,-1.22564399242,74827
173.749,15186512,22572.1153158,,22328.30601119995,0.0239559415107,287,-0.0396828600885,211.0,1,307,308,0.800928682089,287,-0.962173700333,78179
170.84,15235579,20224.5251261,,22365.687242269516,0.0250025344624,290,-0.0395935796308,209.0,0,136,309,0.837363347411,308,-1.23961186409,75117
172.051,15236164,20578.7432861,,22403.2480635643,0.0239884199497,288,-0.0391651881703,269.0,1,308,309,0.893647119403,196,-0.984829068184,78467
170.59,15284909,21049.043396,,22440.70918917656,0.0251879063047,290,-0.0385310499017,240.0,0,283,310,0.84047819674,309,-1.24872756004,75407
164.646,15285253,23197.343221,,22478.201988220215,0.0223792468896,314,-0.0379868694969,282.0,1,309,310,0.844350263476,298,-0.979552447796,78781
165.078,15334056,22989.1352336,,22515.53040933609,0.0247905300542,287,-0.0377857834198,214.0,0,309,311,0.852552756667,310,-1.26658976078,75694
167.644,15334039,21889.7687378,,22552.74582529068,0.0227098350491,286,-0.0381401733806,232.0,1,310,311,0.888746596873,205,-1.00458061695,79067
168.512,15383215,20978.9922078,,22589.90305161476,0.0249902961077,287,-0.0391084876222,284.0,0,274,312,0.886359415948,311,-1.27601289749,75981
170.378,15383241,22564.702474,,22627.585166454315,0.0241071872491,290,-0.03957891342,243.0,1,311,312,0.894585363567,265,-1.01939725876,79357
170.408,15432646,21119.2043254,,22664.97100019455,0.0250006223408,287,-0.0388891289137,264.0,0,311,313,0.846213951707,312,-1.28845226765,76268
169.79,15432221,20959.6945394,,22702.92170524597,0.0241203948778,290,-0.0397965669981,224.0,1,312,313,0.894353747368,59,-1.02630710602,79647
169.848,15481281,21783.7946777,,22740.608290195465,0.0242871440714,285,-0.0380106433683,191.0,0,292,314,0.876051396132,313,-1.29486143589,76553
165.859,15481724,23841.9511719,,22778.185819387436,0.0235181234699,311,-0.0389067186334,248.0,1,313,314,0.846617624164,15,-1.04055702686,79958
168.716,15531068,21871.1234945,,22815.54717373848,0.0246717500268,295,-0.0402788048474,240.0,0,81,315,0.875240914524,314,-1.31386244297,76848
164.198,15531232,22242.5910848,,22853.32527756691,0.0236980159534,300,-0.0389478492822,311.0,1,314,315,0.885010361671,292,-1.05116415024,80258
168.603,15580115,21926.0725505,,22890.80703186989,0.0251178326628,281,-0.0391382360831,245.0,0,255,316,0.838575035334,315,-1.32931792736,77129
166.285,15580122,23153.201355,,22928.39430332184,0.0237763988165,306,-0.0393152796508,241.0,1,315,316,0.864881753922,233,-1.06515169144,80564
172.622,15628769,20511.9775187,,22966.26775288582,0.0259141161029,259,-0.0388570438954,228.0,0,250,317,0.876633904874,316,-1.34729874134,77388
172.647,15629332,23443.6717122,,23003.874934196472,0.0233848148103,292,-0.0382325427975,196.0,1,316,317,0.850361555815,221,-1.07090950012,80856
175.245,15678143,21712.788859,,23041.382742643356,0.024309206948,282,-0.0386230694712,236.0,0,201,318,0.839196547866,317,-1.35638689995,77670
170.226,15678454,23584.0584717,,23078.94392848015,0.0222914413316,301,-0.0380375106664,229.0,1,317,318,0.89092964679,220,-1.08862638474,81157
168.778,15727209,20169.8634237,,23116.422823429108,0.0246155627538,287,-0.0392970997297,293.0,0,170,319,0.883485719562,318,-1.35860300064,77957
167.973,15726772,22134.6866455,,23154.33042359352,0.0230760253811,288,-0.038623762608,311.0,1,318,319,0.863330081105,235,-1.10139942169,81445
170.296,15776356,21393.8366699,,23192.16621184349,0.0243649999611,280,-0.0389279443771,269.0,0,158,320,0.867652952671,319,-1.36761403084,78237
174.152,15776416,22457.1443888,,23229.726895570755,0.0231341914041,274,-0.0389442215771,275.0,1,319,320,0.914360277355,120,-1.11363053322,81719
170.892,15825568,25055.4113363,,23267.070328235626,0.0251334979742,301,-0.0383195976077,219.0,0,256,321,0.794572860003,320,-1.36535620689,78538
174.243,15826016,20675.1351318,,23304.93007659912,0.023439542468,277,-0.0390495382405,225.0,1,320,321,0.904318548739,161,-1.12518322468,81996
172.534,15875304,21993.2229818,,23342.4900598526,0.0245215485338,294,-0.0390784687576,205.0,0,265,322,0.897067412734,321,-1.37605977058,78832
169.844,15875278,24059.1264038,,23381.2253241539,0.0230897268048,301,-0.0386292485637,231.0,1,321,322,0.888751253486,42,-1.14396882057,82297
167.559,15924083,21642.336141,,23418.69221019745,0.0247979588263,290,-0.0379391290286,297.0,0,136,323,0.911635808647,322,-1.3800265789,79122
165.155,15924094,22436.3821208,,23456.35466194153,0.0233664339175,298,-0.0386824163337,321.0,1,322,323,0.923843592405,154,-1.14794921875,82595
169.582,15973256,20626.9512126,,23493.727961301804,0.0242956541091,281,-0.0391046158232,309.0,0,278,324,0.880907602608,323,-1.38618946075,79403
169.319,15973482,24013.5967204,,23531.450343370438,0.0236352786499,296,-0.039250947147,241.0,1,323,324,0.817780852318,249,-1.17608964443,82891
168.822,16022282,21256.2113241,,23568.952519655228,0.0245721893928,295,-0.0373507953191,197.0,0,277,325,0.930083215237,324,-1.39339995384,79698
166.412,16022773,22370.6309204,,23606.61013650894,0.0238147468384,295,-0.0386253337977,203.0,1,324,325,0.858810260892,272,-1.17625963688,83186
167.321,16070912,23624.6470947,,23644.123513936996,0.0243196076481,284,-0.0384820161901,191.0,0,192,326,0.87370698154,325,-1.41066479683,79982
167.957,16071298,21386.3973185,,23682.015590429306,0.0237121481138,290,-0.0388048391615,168.0,1,325,326,0.853074714541,322,-1.19975614548,83476
170.481,16120841,23605.8168945,,23719.569846391678,0.0243291918111,289,-0.0380359105766,164.0,0,31,327,0.895011357963,326,-1.43499815464,80271
168.292,16119840,21464.2050171,,23757.06096792221,0.0244216078427,294,-0.0391056728743,205.0,1,326,327,0.908063918352,309,-1.20566058159,83770
169.552,16170090,22585.4881388,,23794.521510362625,0.0235431520268,290,-0.0373834110214,235.0,0,244,328,0.9004573524,327,-1.44299566746,80561
169.877,16169291,21203.2144979,,23832.205854415894,0.0246249422586,289,-0.0382820827751,232.0,1,327,328,0.874417483807,103,-1.22022497654,84059
170.25,16219187,22584.8756307,,23869.419822454453,0.0241245319679,289,-0.039606985345,308.0,0,311,329,0.803164109588,328,-1.4510602951,80850
172.413,16218749,24898.6132609,,23907.43147611618,0.0247778681029,281,-0.0370649296674,330.0,1,328,329,0.866247594357,224,-1.2426636219,84340
171.96,16268369,21897.9504801,,23945.073406934738,0.0235464005188,289,-0.0381613602707,309.0,0,327,330,0.849151626229,329,-1.45002019405,81139
170.47,16268631,21946.0182088,,23983.08148765564,0.023857644177,298,-0.0393802223844,235.0,1,329,330,0.873949617147,287,-1.25690686703,84638
168.829,16316767,21005.7218424,,24021.033627986908,0.0230994617644,294,-0.0386905502625,187.0,0,218,331,0.876942560077,330,-1.46096014977,81433
167.929,16317221,23462.315389,,24058.864220380783,0.0233682268687,293,-0.0376335374846,150.0,1,330,331,0.889791205525,323,-1.2744756937,84931
164.708,16366098,21215.6738281,,24096.674572467804,0.0239170789719,310,-0.0390643945138,236.0,0,199,332,0.887278102338,331,-1.48034656048,81743
165.146,16366055,22862.909668,,24134.77682518959,0.0236423299648,287,-0.0376775062274,202.0,1,331,332,0.863684147596,98,-1.27495372295,85218
167.072,16415224,22026.0626628,,24172.149012088776,0.0246351282112,278,-0.038796157256,269.0,0,216,333,0.875110074878,332,-1.50037395954,82021
169.548,16416017,23523.0458984,,24209.83794784546,0.023083812596,303,-0.0378945012926,269.0,1,332,333,0.842833712697,240,-1.28833246231,85521
171.052,16464825,22438.8161825,,24247.604714870453,0.0248349093211,288,-0.0386524958497,270.0,0,131,334,0.889731042087,333,-1.52207362652,82309
167.611,16464173,22708.9296875,,24285.306219100952,0.0228264450561,298,-0.0371594810664,299.0,1,333,334,0.875961765647,20,-1.2903226614,85819
166.685,16514216,20933.6484782,,24323.332545995712,0.0249982922105,295,-0.0377501798503,312.0,0,238,335,0.897124432027,334,-1.53700852394,82604
167.177,16512979,21072.2540283,,24361.04088163376,0.0235377671973,287,-0.0393622291352,329.0,1,334,335,0.867687135935,72,-1.30478191376,86106
170.862,16562995,20911.487793,,24398.687546491623,0.0249996785618,276,-0.0386516477447,306.0,0,130,336,0.881362691522,335,-1.55221617222,82880
171.59,16562728,23079.338623,,24436.185488462448,0.0232586907611,296,-0.0391013445333,248.0,1,335,336,0.90498919785,139,-1.31371188164,86402
167.504,16611702,21320.0904541,,24473.937819480896,0.0239757779442,303,-0.0381960990198,237.0,0,26,337,0.866575673223,336,-1.55893909931,83183
168.973,16612219,23168.9443359,,24511.671995401382,0.024190126181,289,-0.0382695610315,189.0,1,336,337,0.867141291499,159,-1.31603932381,86691
167.93,16661180,21142.1027222,,24549.44103050232,0.0242258811292,293,-0.0388381749023,216.0,0,324,338,0.886930756271,337,-1.56936597824,83476
168.683,16661578,22650.7744751,,24587.31382369995,0.0233378288491,293,-0.037754644504,194.0,1,337,338,0.794474095106,292,-1.33902192116,86984
170.522,16710571,21241.7868652,,24624.79870057106,0.0244672451324,278,-0.0376190286285,269.0,0,329,339,0.83399002254,338,-1.59271252155,83754
170.779,16710443,19952.5008748,,24662.48446249962,0.0234324332171,293,-0.0392571731548,309.0,1,338,339,0.836851015687,48,-1.34072864056,87277
171.782,16759801,20558.9869995,,24700.15436911583,0.0241771509948,291,-0.0379867017182,294.0,0,107,340,0.887430787086,339,-1.60092115402,84045
169.793,16759490,19083.2416382,,24738.19829273224,0.0234095446843,285,-0.0377699876311,323.0,1,339,340,0.878719694912,268,-1.3440554142,87562
170.897,16808904,20137.7065633,,24775.97046303749,0.0252639783236,282,-0.0393585054214,323.0,0,58,341,0.877687320113,340,-1.61761248112,84327
171.842,16808977,22599.9428304,,24813.73543190956,0.0226368855219,289,-0.0371028626978,310.0,1,340,341,0.861790508032,115,-1.35527658463,87851
171.148,16857725,22963.5395711,,24851.534823656082,0.0250642259295,295,-0.0382598068585,281.0,0,135,342,0.908618457615,341,-1.63562202454,84622
165.541,16857972,24614.5122477,,24889.291197776794,0.0242612171375,311,-0.0378430912,251.0,1,341,342,0.797096580267,238,-1.35834813118,88162
166.699,16906904,21315.1063232,,24927.065140485764,0.0249184444547,277,-0.0384996748956,237.0,0,186,343,0.922149471939,342,-1.63771831989,84899
166.549,16907181,22950.850769,,24964.921854257584,0.0233259739665,294,-0.0383210511451,219.0,1,342,343,0.8422870785,113,-1.36738109589,88456
169.742,16956179,21568.9628906,,25002.814929008484,0.0241290650253,284,-0.0383544675424,248.0,0,165,344,0.881183698773,343,-1.6358319521,85183
169.444,16956116,24128.7943929,,25040.60953450203,0.0236677758706,297,-0.0380218210242,228.0,1,343,344,0.88016654551,197,-1.379119277,88753
170.842,17005246,20481.3760579,,25078.329357147217,0.0253330092722,286,-0.0383007185689,254.0,0,196,345,0.91770350188,344,-1.6572496891,85469
168.956,17005042,23220.1831868,,25116.081132650375,0.0237094222878,299,-0.0387524146354,209.0,1,344,345,0.884893544018,174,-1.38092923164,89052
168.559,17054253,22286.7389323,,25154.053438186646,0.024616887987,282,-0.0390290726646,156.0,0,296,346,0.899275533855,345,-1.65527164936,85751
165.857,17054628,24525.8739827,,25191.577956438065,0.021964947111,307,-0.0378652077731,177.0,1,345,346,0.870670706034,343,-1.40155303478,89359
167.213,17102938,19545.9452515,,25229.17189192772,0.0243278356502,291,-0.0378916950431,228.0,0,227,347,0.877808205783,346,-1.66180598736,86042
162.68,17104161,22895.7586873,,25266.8790640831,0.0228291135669,305,-0.0379438743306,261.0,1,346,347,0.880813241005,340,-1.41374719143,89664
167.225,17151556,23618.151591,,25304.596165657043,0.0244603371636,278,-0.0377840509173,284.0,0,117,348,0.828419908881,347,-1.67839896679,86320
165.521,17152154,22495.783488,,25342.472824811935,0.0237360257112,299,-0.0382949290118,255.0,1,347,348,0.905090130866,265,-1.4156216383,89963
169.799,17202077,20687.2530314,,25380.169825792313,0.0248023592867,277,-0.0381469234999,236.0,0,70,349,0.880973510444,348,-1.70038688183,86597
171.092,17202157,23663.2153727,,25418.223665952682,0.0225312304683,295,-0.0374543564006,201.0,1,348,349,0.855952456594,208,-1.42528247833,90258
171.395,17251578,19681.6683553,,25456.190770864487,0.0247539313665,298,-0.0390629001001,196.0,0,269,350,0.882255606353,349,-1.72195208073,86895
166.845,17251077,21985.1884562,,25493.99793291092,0.0231451577274,307,-0.0382374747812,203.0,1,349,350,0.861098125577,268,-1.44154834747,90565
163.361,17300446,20566.238383,,25531.84570336342,0.0242074757892,295,-0.038294525623,222.0,0,299,351,0.887255467474,350,-1.72995710373,87190
163.855,17300229,23525.3584798,,25569.884977817535,0.0230668742443,296,-0.0376277769683,289.0,1,350,351,0.838828161359,283,-1.45867979527,90861
165.82,17349228,23167.3921305,,25607.736371040344,0.0240633202484,288,-0.037870390622,193.0,0,237,352,0.861924305558,351,-1.74277591705,87478
164.3,17349521,23034.197347,,25645.92166852951,0.0229993285223,309,-0.037454241033,208.0,1,351,352,0.882064722478,255,-1.4606115818,91170
166.16,17398682,23759.769043,,25683.829622507095,0.0244051337553,300,-0.0379229984634,201.0,0,301,353,0.861244261265,352,-1.76239681244,87778
161.794,17399010,24132.8122355,,25721.73220181465,0.021979231853,320,-0.0374060463121,208.0,1,352,353,0.868505597115,159,-1.47976744175,91490
159.063,17447653,20229.5684611,,25759.534818649292,0.0240845658506,309,-0.0386967145993,250.0,0,277,354,0.909575730562,353,-1.77960026264,88087
160.632,17447696,23273.3216553,,25799.39733529091,0.0232207522495,290,-0.0374127491135,207.0,1,353,354,0.881961926818,192,-1.48410105705,91780
165.651,17497081,21833.0382284,,25837.229801654816,0.0259823295443,290,-0.0385034926779,246.0,0,190,355,0.87256410718,354,-1.81289875507,88377
